Latitude,Longitude,LocalDate,LimitingMag,SQMReading,CloudCover,Country
-26.6675,152.868,2020-07-16,6,20.92,0,Australia
-26.6659,152.88,2020-07-16,6,20.72,0,Australia
-26.7107,152.898,2020-07-16,6,20.75,0,Australia
-26.7432,152.892,2020-07-16,6,20.7,0,Australia
-26.7471,152.889,2020-07-16,6,20.72,0,Australia
-26.7601,152.887,2020-07-16,6,20.94,0,Australia
-26.7761,152.896,2020-07-16,6,20.73,0,Australia
-26.7936,152.925,2020-07-16,6,20.71,0,Australia
-26.7951,152.937,2020-07-16,6,20.45,0,Australia
-26.8026,152.955,2020-07-17,6,20.52,0,Australia
-26.804,152.964,2020-07-16,5,19.4,0,Australia
-26.7955,152.967,2020-07-16,6,20.4,0,Australia
-26.7643,152.965,2020-07-16,5,20.39,0,Australia
-26.7395,152.967,2020-07-16,6,20.99,0,Australia
-26.7332,152.96,2020-07-16,6,20.7,0,Australia
-26.7307,152.96,2020-07-16,6,20.52,0,Australia
-26.7147,152.959,2020-07-16,6,20.52,0,Australia
-26.7607,152.962,2020-07-16,5,20.17,0,Australia
-26.6928,152.963,2020-07-16,5,19.9,0,Australia
-26.7419,152.967,2020-07-16,5,20.17,0,Australia
-26.6927,152.962,2020-07-16,5,20.17,0,Australia
-26.6784,152.973,2020-07-16,5,19.93,0,Australia
-26.6652,152.972,2020-07-16,5,19.96,0,Australia
-26.6474,152.964,2020-07-16,5,20.12,0,Australia
-26.6424,152.963,2020-07-16,5,20.02,0,Australia
-26.6291,152.96,2020-07-16,3,17.21,0,Australia
-26.6264,152.967,2020-07-16,5,19.56,0,Australia
-26.6226,152.983,2020-07-16,5,19.87,0,Australia
-26.6228,152.989,2020-07-16,5,20.37,0,Australia
-26.6208,152.999,2020-07-16,5,20.37,0,Australia
-26.6214,153.006,2020-07-16,5,20.32,0,Australia
-26.63,153.026,2020-07-16,5,20.1,0,Australia
-26.6339,153.03,2020-07-16,5,19.94,0,Australia
-26.6359,153.036,2020-07-16,5,19.91,0,Australia
-26.6325,153.039,2020-07-16,5,19.9,0,Australia
-26.622,153.048,2020-07-16,5,19.52,0,Australia
-26.6215,153.067,2020-07-16,5,19.54,0,Australia
-34.8815,138.643,2020-07-15,4,18.89,0,Australia
-38.0285,145.251,2020-07-14,1,,0,Australia
-12.3683,130.863,2020-07-12,3,,0,Australia
-12.3683,130.863,2020-07-12,3,,0,Australia
-12.3683,130.863,2020-07-12,3,,0,Australia
-12.3682,130.863,2020-07-10,3,,0,Australia
-12.3682,130.863,2020-07-10,3,,0,Australia
-12.3682,130.863,2020-07-10,3,,0,Australia
-30.5764,151.711,2020-07-07,4,,0,Australia
-12.3641,130.866,2020-07-03,2,,0,Australia
-31.9857,115.874,2020-06-21,5,,0,Australia
-12.3641,130.866,2020-07-03,2,,0,Australia
-12.3641,130.866,2020-07-03,2,,0,Australia
-12.3683,130.863,2020-06-28,3,,0,Australia
-27.4689,153.066,2020-06-21,4,,0,Australia
-38.3458,144.304,2020-06-21,3,,0,Australia
-35.019,138.58,2020-06-30,1,,0,Australia
-33.7449,151.062,2020-06-29,4,,0,Australia
-19.9792,148.26,2020-06-29,2,,0,Australia
-26.7806,152.867,2020-06-22,6,20.94,0,Australia
-27.7974,152.958,2020-06-21,4,,0,Australia
-26.5379,153.092,2020-06-21,3,,0,Australia
-37.8366,145.119,2020-06-27,3,,0,Australia
-35.2618,149.114,2020-06-21,4,,0,Australia
-34.9441,138.61,2020-06-29,5,19.05,0,Australia
-37.7741,144.952,2020-06-28,2,,0,Australia
-27.3667,153.001,2020-06-21,4,,0,Australia
-12.3683,130.863,2020-06-28,3,,0,Australia
-12.368,130.863,2020-06-26,4,,0,Australia
-37.8366,145.119,2020-06-27,3,,0,Australia
-26.6504,152.933,2020-06-21,5,,0,Australia
-27.3076,152.931,2020-06-26,5,,0,Australia
-37.8366,145.119,2020-06-27,3,,0,Australia
-31.496,151.104,2020-06-21,6,,0,Australia
-28.4806,151.859,2020-06-27,3,,0,Australia
-31.9456,115.8,2020-06-21,3,,0,Australia
-27.6395,153.185,2020-06-21,5,,0,Australia
-27.9402,153.245,2020-06-21,6,,0,Australia
-27.438,152.945,2020-06-21,2,,0,Australia
-22.3862,143.039,2020-06-21,5,,0,Australia
-42.8683,147.279,2020-06-26,4,,0,Australia
-27.3076,152.931,2020-06-26,5,,0,Australia
-12.368,130.863,2020-06-26,4,,0,Australia
-27.5081,152.949,2020-06-21,5,,0,Australia
-27.5081,152.949,2020-06-21,5,,0,Australia
-33.2949,115.863,2020-06-21,5,,0,Australia
-27.5358,153.214,2020-06-21,4,,0,Australia
-34.7428,150.83,2020-06-21,6,,0,Australia
-33.3149,151.388,2020-06-21,4,,0,Australia
-27.0664,152.923,2020-06-21,2,,0,Australia
-37.8864,145.185,2020-06-25,1,,0,Australia
-28.3127,153.295,2020-06-21,6,,0,Australia
-34.3385,146.085,2020-06-25,5,,0,Australia
-34.7698,138.716,2020-06-25,4,,0,Australia
-34.3427,146.079,2020-06-25,5,,0,Australia
-30.8943,153.043,2020-06-21,4,,0,Australia
-26.685,153.053,2020-06-25,3,,0,Australia
-31.9108,115.912,2020-06-21,5,,0,Australia
-25.1207,152.577,2020-06-21,1,,0,Australia
-30.9853,150.251,2020-06-21,5,,0,Australia
-23.6901,133.894,2020-06-21,4,,0,Australia
-30.8943,153.043,2020-06-21,4,,0,Australia
-31.9758,115.884,2020-06-24,1,,0,Australia
-35.019,138.579,2020-06-24,2,,0,Australia
-34.8815,138.643,2020-06-24,4,18.87,0,Australia
-34.8815,138.643,2020-06-24,4,18.74,0,Australia
-33.9305,150.955,2020-06-21,2,,0,Australia
-31.6333,152.755,2020-06-21,3,,0,Australia
-34.5426,150.388,2020-06-21,5,,0,Australia
-33.7898,151.204,2020-06-21,3,,0,Australia
-32.9359,151.767,2020-06-21,4,,0,Australia
-26.7776,152.845,2020-06-23,6,21.11,0,Australia
-26.7038,153.048,2020-06-23,5,19.87,0,Australia
-26.69,153.047,2020-06-23,5,19.29,0,Australia
-26.6855,153.054,2020-06-23,4,18.72,0,Australia
-26.6844,153.069,2020-06-23,5,19.72,0,Australia
-26.6787,153.097,2020-06-23,5,19.3,0,Australia
-26.6713,153.097,2020-06-23,4,18.29,0,Australia
-26.6653,153.093,2020-06-23,4,18.34,0,Australia
-26.6614,153.09,2020-06-23,4,18.84,0,Australia
-30.8943,153.043,2020-06-21,4,,0,Australia
-33.7898,151.204,2020-06-21,3,,0,Australia
-27.386,153.051,2020-06-21,2,,0,Australia
-32.3126,115.755,2020-06-21,4,,0,Australia
-32.3126,115.755,2020-06-22,4,,0,Australia
-32.0443,115.838,2020-06-21,2,,0,Australia
-27.2435,152.991,2020-06-21,2,,0,Australia
-34.0205,151.009,2020-06-21,5,,0,Australia
-33.8158,150.974,2020-06-23,6,,0,Australia
-38.2881,145.183,2020-06-23,2,,0,Australia
-33.8918,151.177,2020-06-21,2,,0,Australia
-27.2608,153.028,2020-06-21,4,,0,Australia
-30.3683,153.098,2020-06-23,3,,0,Australia
-33.9915,114.997,2020-06-21,6,,0,Australia
-27.5559,152.91,2020-06-22,3,,0,Australia
-16.9183,145.743,2020-06-21,3,,0,Australia
-30.8943,153.043,2020-06-21,4,,0,Australia
-26.6504,152.933,2020-06-21,5,,0,Australia
-31.889,115.918,2020-06-21,2,,0,Australia
-26.4952,153.094,2020-06-23,2,,0,Australia
-26.6507,153.088,2020-06-22,4,18.44,0,Australia
-26.656,153.07,2020-06-22,5,19.41,0,Australia
-26.6619,153.063,2020-06-22,5,19.65,0,Australia
-26.6627,153.029,2020-06-22,5,20.05,0,Australia
-26.6715,153.011,2020-06-22,5,20.02,0,Australia
-26.67,152.985,2020-06-22,6,20.52,0,Australia
-26.6723,152.971,2020-06-22,6,20.55,0,Australia
-26.6909,152.948,2020-06-22,6,20.71,0,Australia
-26.6959,152.94,2020-06-22,6,20.77,0,Australia
-26.6954,152.9,2020-06-22,6,21.13,0,Australia
-26.7437,152.89,2020-06-22,6,21.11,0,Australia
-26.7551,152.887,2020-06-22,6,21.06,0,Australia
-26.7767,152.902,2020-06-22,6,21.01,0,Australia
-26.7652,152.886,2020-06-22,6,20.94,0,Australia
-26.7812,152.879,2020-06-22,6,21.29,0,Australia
-31.9288,116.045,2020-06-21,6,,0,Australia
-26.8845,151.597,2020-06-21,6,,0,Australia
-27.0664,152.923,2020-06-21,2,,0,Australia
-27.438,152.945,2020-06-21,2,,0,Australia
-35.0112,117.903,2020-06-21,4,,0,Australia
-27.5538,152.91,2020-06-22,3,,0,Australia
-27.2363,153.05,2020-06-22,3,,0,Australia
-28.2157,152.028,2020-06-21,4,,0,Australia
-32.7391,152.094,2020-06-22,3,,0,Australia
-27.3625,152.86,2020-06-22,4,,0,Australia
-26.7806,152.867,2020-06-22,6,20.94,0,Australia
-28.6676,153.38,2020-06-22,5,,0,Australia
-27.5559,152.91,2020-06-22,3,,0,Australia
-33.3412,151.422,2020-06-22,5,,0,Australia
-31.9327,115.898,2020-06-21,2,,0,Australia
-33.7738,151.18,2020-06-22,5,,0,Australia
-33.8302,151.127,2020-06-21,4,,0,Australia
-31.9857,115.874,2020-06-21,5,,0,Australia
-27.5831,151.978,2020-06-22,4,,0,Australia
-27.6611,152.899,2020-06-21,4,,0,Australia
-26.7771,152.845,2020-06-22,6,21.02,0,Australia
-26.7771,152.844,2020-06-22,5,,0,Australia
-33.7937,150.671,2020-06-22,4,,0,Australia
-33.7937,150.671,2020-06-22,4,,0,Australia
-26.7595,152.854,2020-06-22,6,20.42,0,Australia
-27.5226,152.955,2020-06-21,2,,0,Australia
-27.4303,152.936,2020-06-22,4,,0,Australia
-28.0578,153.434,2020-06-22,4,,0,Australia
-32.3484,115.764,2020-06-21,6,,0,Australia
-34.7115,139.098,2020-06-21,7,,0,Australia
-33.3149,151.388,2020-06-21,4,,0,Australia
-27.438,152.945,2020-06-21,2,,0,Australia
-26.7539,153.104,2020-06-21,5,,0,Australia
-33.9305,150.955,2020-06-21,2,,0,Australia
-35.0653,117.521,2020-06-22,6,,0,Australia
-32.0654,115.756,2020-06-21,2,,0,Australia
-34.4258,150.875,2020-06-21,2,,0,Australia
-31.5817,152.835,2020-06-20,2,,0,Australia
-33.9409,151.119,2020-06-21,3,,0,Australia
-33.8353,151.208,2020-06-21,4,,0,Australia
-33.5485,115.567,2020-06-21,3,,0,Australia
-33.8688,151.086,2020-06-21,2,,0,Australia
-33.7416,115.236,2020-06-21,2,,0,Australia
-27.4436,152.989,2020-06-21,3,,0,Australia
-31.8543,116.262,2020-06-21,6,,0,Australia
-26.6966,152.81,2020-06-21,7,,0,Australia
-33.7738,151.18,2020-06-22,5,,0,Australia
-33.7788,151.169,2020-06-22,1,,0,Australia
-31.2085,121.635,2020-06-21,2,,0,Australia
-31.8289,115.754,2020-06-21,3,,0,Australia
-33.6822,136.918,2020-06-19,6,,0,Australia
-31.8033,115.784,2020-06-21,4,,0,Australia
-33.9061,150.989,2020-06-21,4,,0,Australia
-31.3342,115.672,2020-06-21,7,,0,Australia
-33.6546,151.322,2020-06-21,5,,0,Australia
-33.964,150.99,2020-06-21,4,,0,Australia
-33.8918,151.177,2020-06-21,2,,0,Australia
-38.0218,145.332,2020-06-21,4,,0,Australia
-31.8548,116.429,2020-06-22,6,,0,Australia
-33.0883,151.52,2020-06-21,5,,0,Australia
-33.4625,151.312,2020-06-21,5,,0,Australia
-27.2608,153.028,2020-06-21,4,,0,Australia
-27.2167,153.116,2020-06-21,4,,0,Australia
-30.8956,116.724,2020-06-21,6,,0,Australia
-30.7406,121.464,2020-06-21,7,,0,Australia
-27.5169,153.247,2020-06-21,4,,0,Australia
-33.678,151.214,2020-06-22,4,,0,Australia
-36.3358,145.415,2020-06-21,5,,0,Australia
-33.7615,151.05,2020-06-21,3,,0,Australia
-33.6905,151.226,2020-06-20,5,,0,Australia
-33.6908,151.226,2020-06-22,5,,0,Australia
-33.6909,151.226,2020-06-21,5,,0,Australia
-37.1925,142.612,2020-06-21,7,,0,Australia
-31.7601,115.733,2020-06-22,3,,0,Australia
-31.2817,149.26,2020-06-21,5,,0,Australia
-33.6907,151.226,2020-06-21,5,,0,Australia
-33.7853,151.167,2020-06-22,4,,0,Australia
-31.5817,152.835,2020-06-20,2,,0,Australia
-33.0863,151.442,2020-06-21,4,,0,Australia
-33.7499,151.141,2020-06-21,2,,0,Australia
-27.6261,152.885,2020-06-21,2,,0,Australia
-12.383,130.849,2020-06-21,4,,0,Australia
-28.3127,153.295,2020-06-21,6,,0,Australia
-31.9255,116.08,2020-06-21,4,,0,Australia
-31.6448,116.659,2020-06-22,6,,0,Australia
-27.4839,153.096,2020-06-21,2,,0,Australia
-32.112,116.919,2020-06-21,6,,0,Australia
-33.038,137.575,2020-06-22,2,,0,Australia
-12.383,130.849,2020-06-21,4,,0,Australia
-33.3962,151.478,2020-06-21,4,,0,Australia
-27.6475,152.779,2020-06-22,1,,0,Australia
-34.4499,140.567,2020-06-21,4,,0,Australia
-33.7121,150.376,2020-06-21,2,,0,Australia
-15.4758,145.247,2020-06-21,6,,0,Australia
-30.3391,117.14,2020-06-21,5,,0,Australia
-32.5566,115.739,2020-06-21,2,,0,Australia
-32.5566,115.739,2020-06-21,2,,0,Australia
-32.2597,150.892,2020-06-21,5,,0,Australia
-36.7719,149.691,2020-06-19,4,,0,Australia
-34.7249,149.179,2020-06-21,5,,0,Australia
-33.1473,115.692,2020-06-21,6,,0,Australia
-32.7326,152.003,2020-06-21,5,,0,Australia
-35.4694,149.108,2020-06-21,5,,0,Australia
-25.3021,152.83,2020-06-21,3,,0,Australia
-32.0577,115.779,2020-06-21,4,,0,Australia
-33.6891,151.152,2020-06-21,5,,0,Australia
-34.8462,116.933,2020-06-21,6,,0,Australia
-33.49,151.435,2020-06-21,6,,0,Australia
-33.8706,150.956,2020-06-21,1,,0,Australia
-30.1482,153.164,2020-06-21,6,,0,Australia
-34.0205,151.009,2020-06-21,5,,0,Australia
-33.6651,115.322,2020-06-21,5,,0,Australia
-32.2943,115.739,2020-06-21,3,,0,Australia
-32.341,115.823,2020-06-21,4,,0,Australia
-32.341,115.823,2020-06-21,4,,0,Australia
-31.9916,115.766,2020-06-21,5,,0,Australia
-31.9812,115.775,2020-06-21,4,,0,Australia
-38.1113,147.087,2020-06-21,4,,0,Australia
-31.8986,115.776,2020-06-21,4,,0,Australia
-26.432,153.101,2020-06-21,5,,0,Australia
-38.0179,144.404,2020-06-21,3,,0,Australia
-34.297,117.547,2020-06-21,7,,0,Australia
-35.4716,149.099,2020-06-21,4,,0,Australia
-33.798,151.24,2020-06-21,4,,0,Australia
-33.0117,151.63,2020-06-21,4,,0,Australia
-30.8121,138.413,2020-06-21,6,,0,Australia
-12.535,131.154,2020-06-21,6,,0,Australia
-31.9744,115.889,2020-06-21,2,,0,Australia
-31.9676,115.898,2020-06-21,4,,0,Australia
-31.9677,115.898,2020-06-21,3,,0,Australia
-31.9297,115.92,2020-06-21,5,,0,Australia
-32.7415,151.065,2020-06-21,4,,0,Australia
-33.4035,151.334,2020-06-21,4,,0,Australia
-33.2949,115.863,2020-06-21,5,,0,Australia
-31.8493,115.832,2020-06-21,3,,0,Australia
-31.8493,115.832,2020-06-21,3,,0,Australia
-31.9212,115.768,2020-06-21,4,,0,Australia
-34.0042,151.024,2020-06-21,4,,0,Australia
-31.9108,115.912,2020-06-21,5,,0,Australia
-31.9088,115.763,2020-06-21,2,,0,Australia
-31.9456,115.8,2020-06-21,3,,0,Australia
-33.9295,151.09,2020-06-21,5,,0,Australia
-33.8773,151.154,2020-06-21,2,,0,Australia
58.8137,173.107,2020-06-21,7,,0,Australia
-31.0478,115.838,2020-06-21,6,21.62,0,Australia
-31.8745,115.793,2020-06-21,2,,0,Australia
-34.8528,150.672,2020-06-21,3,,0,Australia
-33.9488,151.199,2020-06-21,2,,0,Australia
-33.5486,115.567,2020-06-21,3,,0,Australia
-32.9204,151.705,2020-06-21,2,,0,Australia
-35.1005,150.617,2020-06-21,2,,0,Australia
-32.1271,115.823,2020-06-21,1,,0,Australia
-31.9312,115.818,2020-06-21,5,,0,Australia
-29.451,149.851,2020-06-21,7,,0,Australia
-37.9227,145.163,2020-06-21,3,,0,Australia
-31.9673,115.904,2020-06-21,4,,0,Australia
-38.0735,144.329,2020-06-21,4,,0,Australia
-23.3825,150.508,2020-06-21,3,,0,Australia
-31.9512,115.83,2020-06-21,2,,0,Australia
-34.0274,151.061,2020-06-21,4,,0,Australia
-31.8168,115.777,2020-06-21,6,,0,Australia
-33.833,151.074,2020-06-21,3,,0,Australia
-33.9097,151.162,2020-06-21,3,,0,Australia
-33.0044,151.589,2020-06-21,3,,0,Australia
-33.6488,150.29,2020-06-21,3,,0,Australia
-37.9428,145.218,2020-06-21,3,,0,Australia
-26.4562,152.999,2020-06-21,4,,0,Australia
-33.9242,151.229,2020-06-21,2,,0,Australia
-32.2773,115.933,2020-06-21,6,,0,Australia
-31.5521,116.472,2020-06-21,4,,0,Australia
-33.98,116.156,2020-06-21,5,,0,Australia
-33.454,151.314,2020-06-21,5,,0,Australia
-34.3171,116.176,2020-06-21,6,,0,Australia
-32.9455,151.706,2020-06-21,4,,0,Australia
-23.1999,117.662,2020-06-21,4,,0,Australia
-31.7274,115.767,2020-06-21,4,,0,Australia
-22.391,143.042,2020-06-21,6,,0,Australia
-26.2028,152.672,2020-06-21,3,,0,Australia
-31.9206,116.059,2020-06-21,4,,0,Australia
-26.203,152.673,2020-06-21,4,,0,Australia
-31.9312,115.819,2020-06-21,3,,0,Australia
-31.8488,115.758,2020-06-21,3,,0,Australia
-30.3169,115.028,2020-06-21,7,25.0,0,Australia
-33.6822,115.293,2020-06-21,4,,0,Australia
-26.2028,152.672,2020-06-21,4,,0,Australia
-35.0059,150.624,2020-06-21,5,,0,Australia
-33.454,151.314,2020-06-21,5,,0,Australia
-34.0412,151.13,2020-06-21,3,,0,Australia
-31.8984,115.83,2020-06-21,4,,0,Australia
-32.0777,115.785,2020-06-21,2,,0,Australia
-30.3169,115.028,2020-06-21,7,,0,Australia
-31.8289,115.754,2020-06-21,3,,0,Australia
-32.2007,115.977,2020-06-21,5,,0,Australia
-31.9973,115.802,2020-06-21,4,,0,Australia
-30.8956,116.724,2020-06-21,6,,0,Australia
-26.7141,152.815,2020-06-21,5,,0,Australia
-33.9151,151.21,2020-06-21,2,,0,Australia
-32.8968,151.745,2020-06-21,3,,0,Australia
-34.3063,115.16,2020-06-21,2,,0,Australia
-35.3512,149.095,2020-06-21,2,,0,Australia
-33.7137,150.996,2020-06-21,4,,0,Australia
-31.6782,115.73,2020-06-21,3,,0,Australia
-31.9008,115.846,2020-06-21,2,,0,Australia
-33.7121,150.376,2020-06-21,2,,0,Australia
-31.9915,115.899,2020-06-21,3,,0,Australia
-31.5849,152.833,2020-06-21,2,,0,Australia
-33.9146,151.173,2020-06-21,2,,0,Australia
-35.3103,149.094,2020-06-21,2,,0,Australia
-33.9794,151.069,2020-06-21,4,,0,Australia
-32.0049,115.956,2020-06-21,4,,0,Australia
-26.1771,152.667,2020-06-21,5,,0,Australia
-35.8503,143.518,2020-06-21,5,,0,Australia
-30.8956,116.724,2020-06-21,6,,0,Australia
-31.8341,115.779,2020-06-21,3,,0,Australia
-32.0588,115.887,2020-06-21,6,,0,Australia
-32.0606,115.948,2020-06-21,3,,0,Australia
-32.7752,116.593,2020-06-21,6,,0,Australia
-31.8909,115.842,2020-06-21,4,,0,Australia
-26.4535,152.998,2020-06-21,4,,0,Australia
-38.1094,147.023,2020-06-21,4,,0,Australia
-31.8114,115.876,2020-06-21,2,,0,Australia
-33.2168,151.525,2020-06-21,5,,0,Australia
-32.2996,115.769,2020-06-21,3,,0,Australia
-31.601,115.685,2020-06-21,4,,0,Australia
-32.7778,151.645,2020-06-21,4,,0,Australia
-33.9185,151.161,2020-06-21,3,,0,Australia
-33.7069,151.084,2020-06-21,3,,0,Australia
-33.4025,115.611,2020-06-21,4,,0,Australia
-32.5465,115.727,2020-06-21,3,,0,Australia
-33.9394,151.08,2020-06-21,2,,0,Australia
-25.5254,152.711,2020-06-21,5,,0,Australia
-33.7906,151.183,2020-06-21,3,,0,Australia
-26.8845,151.597,2020-06-21,6,,0,Australia
-31.99,115.904,2020-06-21,3,,0,Australia
-31.987,116.046,2020-06-21,3,,0,Australia
-33.7721,151.292,2020-06-21,3,,0,Australia
-33.9305,150.955,2020-06-21,2,,0,Australia
-20.7256,139.493,2020-06-21,4,,0,Australia
-26.8845,151.597,2020-06-21,6,,0,Australia
-27.5192,153.014,2020-06-21,1,,0,Australia
-31.8603,115.773,2020-06-21,2,,0,Australia
-33.3739,151.38,2020-06-21,3,,0,Australia
-35.3931,149.037,2020-06-21,5,,0,Australia
-32.9304,151.715,2020-06-21,5,,0,Australia
-33.8091,151.151,2020-06-21,2,,0,Australia
-33.8091,151.151,2020-06-21,2,,0,Australia
-31.8289,115.754,2020-06-21,3,,0,Australia
-33.9874,117.012,2020-06-21,7,,0,Australia
-33.9137,151.14,2020-06-21,4,,0,Australia
-31.5639,147.206,2020-06-21,3,,0,Australia
-34.4496,150.838,2020-06-21,3,,0,Australia
-31.987,116.047,2020-06-21,3,,0,Australia
-33.9061,150.989,2020-06-21,4,,0,Australia
-30.7362,121.461,2020-06-21,4,,0,Australia
-30.7361,121.461,2020-06-21,4,,0,Australia
-38.1094,147.023,2020-06-21,4,,0,Australia
-31.9901,115.904,2020-06-21,3,,0,Australia
-31.8949,115.794,2020-06-21,3,,0,Australia
-31.489,116.542,2020-06-21,6,,0,Australia
-33.7682,151.107,2020-06-21,3,,0,Australia
-33.7124,115.125,2020-06-21,4,,0,Australia
-38.3458,144.304,2020-06-21,3,,0,Australia
-33.7577,151.196,2020-06-21,3,,0,Australia
-31.9916,115.757,2020-06-21,4,,0,Australia
-33.6366,150.904,2020-06-21,4,,0,Australia
-31.6459,115.696,2020-06-21,5,,0,Australia
-33.7721,151.292,2020-06-21,3,,0,Australia
-31.6601,115.7,2020-06-21,4,,0,Australia
-35.4356,149.717,2020-06-21,7,,0,Australia
-33.8612,151.045,2020-06-21,1,,0,Australia
-35.3933,149.037,2020-06-21,5,,0,Australia
-31.9189,115.837,2020-06-21,4,,0,Australia
-31.9689,115.792,2020-06-21,5,,0,Australia
-33.8207,151.054,2020-06-21,5,,0,Australia
-32.9324,151.752,2020-06-21,3,,0,Australia
-31.9261,115.836,2020-06-21,4,,0,Australia
-31.9262,115.836,2020-06-21,4,,0,Australia
-33.7966,151.127,2020-06-21,2,,0,Australia
-31.646,115.696,2020-06-21,5,,0,Australia
-27.6095,151.938,2020-06-21,5,,0,Australia
-33.7966,151.127,2020-06-21,2,,0,Australia
-33.7637,151.0,2020-06-21,1,,0,Australia
-35.8995,141.995,2020-06-21,3,,0,Australia
-23.2,117.662,2020-06-21,4,,0,Australia
-30.3104,139.336,2020-06-21,6,21.68,0,Australia
-32.1361,115.784,2020-06-21,3,,0,Australia
-32.1361,115.784,2020-06-21,3,,0,Australia
-31.9454,115.873,2020-06-21,2,,0,Australia
-33.9118,151.032,2020-06-21,2,,0,Australia
-33.7474,115.161,2020-06-21,5,,0,Australia
-26.6509,153.092,2020-06-21,5,19.52,0,Australia
-32.0583,115.758,2020-06-21,4,,0,Australia
-34.0274,151.061,2020-06-21,2,,0,Australia
-26.6509,153.092,2020-06-21,5,19.52,0,Australia
-33.9514,151.141,2020-06-21,3,,0,Australia
-35.8584,150.181,2020-06-21,6,,0,Australia
-35.3933,149.037,2020-06-21,5,,0,Australia
-33.9137,151.14,2020-06-21,4,,0,Australia
-31.279,149.26,2020-06-21,5,,0,Australia
-25.2683,152.734,2020-06-21,4,,0,Australia
-38.5974,146.17,2020-06-21,6,,0,Australia
-32.2794,151.784,2020-06-21,4,,0,Australia
-35.2982,149.887,2020-06-21,3,,0,Australia
-31.489,116.542,2020-06-21,6,,0,Australia
-31.489,116.542,2020-06-21,6,,0,Australia
-33.704,151.121,2020-06-21,2,,0,Australia
-33.658,151.293,2020-06-21,4,,0,Australia
-35.3786,138.396,2020-06-21,6,,0,Australia
-33.7303,151.089,2020-06-21,4,,0,Australia
-33.8108,151.017,2020-06-21,2,,0,Australia
-31.9229,115.83,2020-06-21,2,,0,Australia
-32.1364,115.784,2020-06-21,3,,0,Australia
-33.8571,151.086,2020-06-21,3,,0,Australia
-33.9118,151.032,2020-06-21,2,,0,Australia
-31.975,115.893,2020-06-21,3,,0,Australia
-32.1363,115.784,2020-06-21,3,,0,Australia
-32.2415,152.472,2020-06-21,4,,0,Australia
-33.8875,151.159,2020-06-21,4,,0,Australia
-31.8114,115.876,2020-06-21,2,,0,Australia
-23.3081,150.484,2020-06-21,4,,0,Australia
-33.8626,151.09,2020-06-21,3,,0,Australia
-31.9333,115.866,2020-06-21,5,,0,Australia
-33.7292,151.298,2020-06-21,3,,0,Australia
-33.3105,115.818,2020-06-21,5,,0,Australia
-37.3618,144.733,2020-06-21,2,,0,Australia
-37.3618,144.733,2020-06-21,2,,0,Australia
-33.0784,151.534,2020-06-21,5,,0,Australia
-30.9079,118.219,2020-06-21,4,,0,Australia
-30.9079,118.219,2020-06-21,4,,0,Australia
-31.9,116.024,2020-06-21,2,,0,Australia
-31.0204,143.04,2020-06-21,5,,0,Australia
-28.0879,153.424,2020-06-21,5,,0,Australia
-33.9303,151.15,2020-06-21,2,,0,Australia
-23.3494,119.733,2020-06-21,4,,0,Australia
-26.8845,151.597,2020-06-21,6,,0,Australia
-35.3675,149.111,2020-06-21,5,,0,Australia
-33.7355,151.072,2020-06-21,4,,0,Australia
-27.1958,153.115,2020-06-21,5,,0,Australia
-31.9857,115.874,2020-06-21,5,,0,Australia
-33.8626,151.09,2020-06-21,4,,0,Australia
-26.7077,153.122,2020-06-21,3,,0,Australia
-33.6891,151.152,2020-06-21,5,,0,Australia
-27.3296,153.085,2020-06-21,5,,0,Australia
-33.346,115.633,2020-06-21,5,,0,Australia
-31.5206,116.326,2020-06-21,7,,0,Australia
-37.2975,144.243,2020-06-21,2,,0,Australia
-34.8505,150.58,2020-06-21,2,,0,Australia
37.3894,-120.613,2020-06-21,5,,0,Australia
-31.8704,115.966,2020-06-21,2,,0,Australia
-33.1473,115.692,2020-06-21,6,,0,Australia
-31.5638,152.693,2020-06-21,5,,0,Australia
-33.7568,150.98,2020-06-21,4,,0,Australia
-26.392,153.039,2020-06-21,4,,0,Australia
-33.2416,151.477,2020-06-21,5,,0,Australia
-32.9614,151.706,2020-06-21,2,,0,Australia
-31.9261,115.836,2020-06-21,2,,0,Australia
-33.725,151.102,2020-06-21,3,,0,Australia
-32.4323,115.753,2020-06-21,5,,0,Australia
-32.2597,150.892,2020-06-21,5,,0,Australia
-33.8145,151.086,2020-06-21,3,,0,Australia
-31.8704,115.966,2020-06-21,3,,0,Australia
-31.9842,115.778,2020-06-21,4,,0,Australia
-23.9438,151.365,2020-06-21,4,,0,Australia
-31.9288,116.045,2020-06-21,6,,0,Australia
-32.0235,115.91,2020-06-21,1,,0,Australia
-32.0235,115.91,2020-06-21,1,,0,Australia
-31.2817,149.26,2020-06-21,5,,0,Australia
-29.1084,153.426,2020-06-21,3,,0,Australia
-32.1541,115.856,2020-06-21,3,,0,Australia
-40.8371,145.131,2020-06-21,3,,0,Australia
-15.5028,145.248,2020-06-21,5,,0,Australia
-32.0855,116.008,2020-06-21,4,,0,Australia
-33.1057,151.515,2020-06-21,5,,0,Australia
-31.9462,115.995,2020-06-21,3,,0,Australia
-37.8252,140.776,2020-06-21,5,,0,Australia
-26.65,153.1,2020-06-21,3,,0,Australia
-32.2389,150.415,2020-06-21,5,,0,Australia
-12.383,130.849,2020-06-21,4,,0,Australia
