date,year,decade,eclipse_type,eclipse_category,lat,lon
16/02/1980,1980,1980,Total,Solar,-0.1,47.1
26/08/1980,1980,1980,Penumbral,Lunar,-12.0,-52.0
27/07/1980,1980,1980,Penumbral,Lunar,-18.0,74.0
01/03/1980,1980,1980,Penumbral,Lunar,8.0,52.0
10/08/1980,1980,1980,Annular,Solar,4.6,-108.9
04/02/1981,1981,1980,Annular,Solar,-44.4,-140.8
31/07/1981,1981,1980,Total,Solar,53.3,134.1
17/07/1981,1981,1980,Partial,Lunar,-21.0,-70.0
20/01/1981,1981,1980,Penumbral,Lunar,19.0,-115.0
21/06/1982,1982,1980,Partial,Solar,-65.9,13.2
15/12/1982,1982,1980,Partial,Solar,65.3,56.9
20/07/1982,1982,1980,Partial,Solar,68.6,64.2
30/12/1982,1982,1980,Total,Lunar,24.0,-172.0
09/01/1982,1982,1980,Total,Lunar,22.0,63.0
06/07/1982,1982,1980,Total,Lunar,-23.0,-112.0
25/01/1982,1982,1980,Partial,Solar,-69.3,-91.7
25/06/1983,1983,1980,Partial,Lunar,-24.0,-125.0
04/12/1983,1983,1980,Annular,Solar,0.9,-4.7
20/12/1983,1983,1980,Penumbral,Lunar,24.0,-28.0
11/06/1983,1983,1980,Total,Solar,-6.2,114.2
22/11/1984,1984,1980,Total,Solar,-37.8,-173.6
15/05/1984,1984,1980,Penumbral,Lunar,-18.0,-71.0
30/05/1984,1984,1980,Annular,Solar,37.5,-76.7
13/06/1984,1984,1980,Penumbral,Lunar,-25.0,143.0
08/11/1984,1984,1980,Penumbral,Lunar,16.0,88.0
04/05/1985,1985,1980,Total,Lunar,-16.0,60.0
28/10/1985,1985,1980,Total,Lunar,13.0,91.0
12/11/1985,1985,1980,Total,Solar,-68.6,-142.6
19/05/1985,1985,1980,Partial,Solar,63.2,81.1
09/04/1986,1986,1980,Partial,Solar,-61.2,161.4
03/10/1986,1986,1980,Hybrid,Solar,59.9,-37.1
24/04/1986,1986,1980,Total,Lunar,-13.0,169.0
17/10/1986,1986,1980,Total,Lunar,10.0,67.0
07/10/1987,1987,1980,Penumbral,Lunar,6.0,-64.0
14/04/1987,1987,1980,Penumbral,Lunar,-10.0,-35.0
29/03/1987,1987,1980,Hybrid,Solar,-12.3,-2.3
23/09/1987,1987,1980,Annular,Solar,14.3,138.4
18/03/1988,1988,1980,Total,Solar,20.7,140.0
11/09/1988,1988,1980,Annular,Solar,-20.0,94.4
27/08/1988,1988,1980,Partial,Lunar,-11.0,-165.0
03/03/1988,1988,1980,Penumbral,Lunar,7.0,120.0
20/02/1989,1989,1980,Total,Lunar,11.0,130.0
17/08/1989,1989,1980,Total,Lunar,-14.0,-46.0
07/03/1989,1989,1980,Partial,Solar,61.2,-169.8
31/08/1989,1989,1980,Partial,Solar,-61.3,23.6
26/01/1990,1990,1990,Annular,Solar,-71.0,-22.2
22/07/1990,1990,1990,Total,Solar,65.2,168.9
06/08/1990,1990,1990,Partial,Lunar,-16.0,148.0
09/02/1990,1990,1990,Total,Lunar,14.0,76.0
30/01/1991,1991,1990,Penumbral,Lunar,17.0,-87.0
26/07/1991,1991,1990,Penumbral,Lunar,-18.0,89.0
15/01/1991,1991,1990,Annular,Solar,-36.4,-170.4
11/07/1991,1991,1990,Total,Solar,22.0,-105.2
21/12/1991,1991,1990,Partial,Lunar,24.0,-159.0
27/06/1991,1991,1990,Penumbral,Lunar,-25.0,-48.0
30/06/1992,1992,1990,Total,Solar,-25.2,-9.5
09/12/1992,1992,1990,Total,Lunar,23.0,2.0
15/06/1992,1992,1990,Partial,Lunar,-24.0,-74.0
24/12/1992,1992,1990,Partial,Solar,65.7,155.7
04/01/1992,1992,1990,Annular,Solar,1.0,-169.7
13/11/1993,1993,1990,Partial,Solar,-69.6,58.3
29/11/1993,1993,1990,Total,Lunar,21.0,-99.0
04/06/1993,1993,1990,Total,Lunar,-22.0,164.0
21/05/1993,1993,1990,Partial,Solar,68.8,162.3
25/05/1994,1994,1990,Partial,Lunar,-20.0,-53.0
10/05/1994,1994,1990,Annular,Solar,41.5,-84.1
03/11/1994,1994,1990,Total,Solar,-35.4,-34.2
18/11/1994,1994,1990,Penumbral,Lunar,18.0,-105.0
24/10/1995,1995,1990,Total,Solar,8.4,113.2
15/04/1995,1995,1990,Partial,Lunar,-11.0,175.0
08/10/1995,1995,1990,Penumbral,Lunar,7.0,116.0
29/04/1995,1995,1990,Annular,Solar,-4.8,-79.4
04/04/1996,1996,1990,Total,Lunar,-6.0,-2.0
17/04/1996,1996,1990,Partial,Solar,-71.3,-104.0
12/10/1996,1996,1990,Partial,Solar,71.7,32.1
27/09/1996,1996,1990,Total,Lunar,2.0,-46.0
02/09/1997,1997,1990,Partial,Solar,-71.8,114.3
16/09/1997,1997,1990,Total,Lunar,-3.0,77.0
24/03/1997,1997,1990,Partial,Lunar,-1.0,-68.0
09/03/1997,1997,1990,Total,Solar,57.8,130.7
13/03/1998,1998,1990,Penumbral,Lunar,4.0,-62.0
26/02/1998,1998,1990,Total,Solar,4.7,-82.7
08/08/1998,1998,1990,Penumbral,Lunar,-15.0,-35.0
06/09/1998,1998,1990,Penumbral,Lunar,-7.0,-168.0
22/08/1998,1998,1990,Annular,Solar,-3.0,145.4
28/07/1999,1999,1990,Partial,Lunar,-18.0,-172.0
11/08/1999,1999,1990,Total,Solar,45.1,24.3
16/02/1999,1999,1990,Annular,Solar,-39.8,93.9
31/01/1999,1999,1990,Penumbral,Lunar,16.0,119.0
16/07/2000,2000,2000,Total,Lunar,-21.0,153.0
25/12/2000,2000,2000,Partial,Solar,66.3,-74.1
21/01/2000,2000,2000,Total,Lunar,20.0,-68.0
01/07/2000,2000,2000,Partial,Solar,-66.9,-109.5
05/02/2000,2000,2000,Partial,Solar,-70.2,134.1
31/07/2000,2000,2000,Partial,Solar,69.5,-59.9
09/01/2001,2001,2000,Total,Lunar,22.0,57.0
30/12/2001,2001,2000,Penumbral,Lunar,24.0,-157.0
14/12/2001,2001,2000,Annular,Solar,0.6,-130.7
21/06/2001,2001,2000,Total,Solar,-11.3,2.7
05/07/2001,2001,2000,Partial,Lunar,-23.0,137.0
24/06/2002,2002,2000,Penumbral,Lunar,-25.0,39.0
26/05/2002,2002,2000,Penumbral,Lunar,-20.0,179.0
04/12/2002,2002,2000,Total,Solar,-39.5,59.6
10/06/2002,2002,2000,Annular,Solar,34.5,-178.6
20/11/2002,2002,2000,Penumbral,Lunar,19.0,-30.0
23/11/2003,2003,2000,Total,Solar,-72.7,88.4
09/11/2003,2003,2000,Total,Lunar,16.0,-24.0
31/05/2003,2003,2000,Annular,Solar,66.6,-24.5
16/05/2003,2003,2000,Total,Lunar,-19.0,-56.0
28/10/2004,2004,2000,Total,Lunar,13.0,-50.0
14/10/2004,2004,2000,Partial,Solar,61.2,-153.7
04/05/2004,2004,2000,Total,Lunar,-17.0,51.0
19/04/2004,2004,2000,Partial,Solar,-61.6,44.3
03/10/2005,2005,2000,Annular,Solar,12.9,28.7
24/04/2005,2005,2000,Penumbral,Lunar,-14.0,-150.0
08/04/2005,2005,2000,Hybrid,Solar,-10.6,-119.0
17/10/2005,2005,2000,Partial,Lunar,10.0,175.0
14/03/2006,2006,2000,Penumbral,Lunar,3.0,6.0
22/09/2006,2006,2000,Annular,Solar,-20.6,-9.1
07/09/2006,2006,2000,Partial,Lunar,-7.0,77.0
29/03/2006,2006,2000,Total,Solar,23.2,16.7
11/09/2007,2007,2000,Partial,Solar,-61.0,-90.2
03/03/2007,2007,2000,Total,Lunar,7.0,13.0
19/03/2007,2007,2000,Partial,Solar,61.0,55.5
28/08/2007,2007,2000,Total,Lunar,-10.0,-159.0
21/02/2008,2008,2000,Total,Lunar,10.0,-48.0
16/08/2008,2008,2000,Partial,Lunar,-13.0,43.0
01/08/2008,2008,2000,Total,Solar,65.7,72.3
07/02/2008,2008,2000,Annular,Solar,-67.6,-150.5
07/07/2009,2009,2000,Penumbral,Lunar,-24.0,-143.0
26/01/2009,2009,2000,Annular,Solar,-34.1,70.2
22/07/2009,2009,2000,Total,Solar,24.2,144.1
06/08/2009,2009,2000,Penumbral,Lunar,-16.0,-9.0
09/02/2009,2009,2000,Penumbral,Lunar,14.0,144.0
31/12/2009,2009,2000,Partial,Lunar,24.0,70.0
11/07/2010,2010,2010,Total,Solar,-19.7,-121.9
21/12/2010,2010,2010,Total,Lunar,24.0,-125.0
26/06/2010,2010,2010,Partial,Lunar,-24.0,-174.0
15/01/2010,2010,2010,Annular,Solar,1.6,69.3
10/12/2011,2011,2010,Total,Lunar,23.0,140.0
01/07/2011,2011,2010,Partial,Solar,-65.2,28.6
25/11/2011,2011,2010,Partial,Solar,-68.6,-82.4
01/06/2011,2011,2010,Partial,Solar,67.8,46.8
04/01/2011,2011,2010,Partial,Solar,64.7,20.8
15/06/2011,2011,2010,Total,Lunar,-23.0,57.0
28/11/2012,2012,2010,Penumbral,Lunar,20.0,139.0
13/11/2012,2012,2010,Total,Solar,-40.0,-161.3
04/06/2012,2012,2010,Partial,Lunar,-22.0,-166.0
20/05/2012,2012,2010,Annular,Solar,49.1,176.3
18/10/2013,2013,2010,Penumbral,Lunar,11.0,-2.0
25/05/2013,2013,2010,Penumbral,Lunar,-19.0,-63.0
25/04/2013,2013,2010,Partial,Lunar,-14.0,57.0
10/05/2013,2013,2010,Annular,Solar,2.2,175.5
03/11/2013,2013,2010,Hybrid,Solar,3.5,-11.7
23/10/2014,2014,2010,Partial,Solar,71.2,-97.2
29/04/2014,2014,2010,Annular,Solar,-70.6,131.3
15/04/2014,2014,2010,Total,Lunar,-10.0,-116.0
08/10/2014,2014,2010,Total,Lunar,6.0,-167.0
28/09/2015,2015,2010,Total,Lunar,2.0,-44.0
04/04/2015,2015,2010,Total,Lunar,-5.0,-179.0
20/03/2015,2015,2010,Total,Solar,64.4,-6.6
13/09/2015,2015,2010,Partial,Solar,-72.1,-2.3
16/09/2016,2016,2010,Penumbral,Lunar,-3.0,75.0
23/03/2016,2016,2010,Penumbral,Lunar,-0.0,-175.0
09/03/2016,2016,2010,Total,Solar,10.1,148.8
01/09/2016,2016,2010,Annular,Solar,-10.7,37.8
21/08/2017,2017,2010,Total,Solar,37.0,-87.7
26/02/2017,2017,2010,Annular,Solar,-34.7,-31.2
11/02/2017,2017,2010,Penumbral,Lunar,13.0,-8.0
07/08/2017,2017,2010,Partial,Lunar,-15.0,86.0
31/01/2018,2018,2010,Total,Lunar,17.0,161.0
27/07/2018,2018,2010,Total,Lunar,-19.0,56.0
15/02/2018,2018,2010,Partial,Solar,-71.0,0.6
13/07/2018,2018,2010,Partial,Solar,-67.9,127.4
11/08/2018,2018,2010,Partial,Solar,70.4,174.5
21/01/2019,2019,2010,Total,Lunar,20.0,-75.0
26/12/2019,2019,2010,Annular,Solar,1.0,102.3
02/07/2019,2019,2010,Total,Solar,-17.4,-109.0
16/07/2019,2019,2010,Partial,Lunar,-22.0,39.0
06/01/2019,2019,2010,Partial,Solar,67.4,153.6
30/11/2020,2020,2020,Penumbral,Lunar,21.0,-148.0
05/07/2020,2020,2020,Penumbral,Lunar,-24.0,-66.0
14/12/2020,2020,2020,Total,Solar,-40.3,-67.9
21/06/2020,2020,2020,Annular,Solar,30.5,79.7
10/01/2020,2020,2020,Penumbral,Lunar,23.0,74.0
05/06/2020,2020,2020,Penumbral,Lunar,-21.0,69.0
10/06/2021,2021,2020,Annular,Solar,80.8,-66.8
04/12/2021,2021,2020,Total,Solar,-76.8,-46.2
26/05/2021,2021,2020,Total,Lunar,-21.0,-170.0
19/11/2021,2021,2020,Partial,Lunar,19.0,-139.0
16/05/2022,2022,2020,Total,Lunar,-19.0,-64.0
08/11/2022,2022,2020,Total,Lunar,17.0,-169.0
30/04/2022,2022,2020,Partial,Solar,-62.1,-71.5
25/10/2022,2022,2020,Partial,Solar,61.6,77.4
05/05/2023,2023,2020,Penumbral,Lunar,-17.0,98.0
28/10/2023,2023,2020,Partial,Lunar,14.0,52.0
20/04/2023,2023,2020,Hybrid,Solar,-9.6,125.8
14/10/2023,2023,2020,Annular,Solar,11.4,-83.1
02/10/2024,2024,2020,Annular,Solar,-22.0,-114.5
08/04/2024,2024,2020,Total,Solar,25.3,-104.1
25/03/2024,2024,2020,Penumbral,Lunar,-1.0,-106.0
18/09/2024,2024,2020,Partial,Lunar,-3.0,-42.0
29/03/2025,2025,2020,Partial,Solar,61.1,-77.1
21/09/2025,2025,2020,Partial,Solar,-60.9,153.5
14/03/2025,2025,2020,Total,Lunar,3.0,-102.0
07/09/2025,2025,2020,Total,Lunar,-6.0,87.0
03/03/2026,2026,2020,Total,Lunar,6.0,-171.0
28/08/2026,2026,2020,Partial,Lunar,-9.0,-63.0
17/02/2026,2026,2020,Annular,Solar,-64.7,86.8
12/08/2026,2026,2020,Total,Solar,65.2,-25.2
06/02/2027,2027,2020,Annular,Solar,-31.3,-48.5
02/08/2027,2027,2020,Total,Solar,25.5,33.2
18/07/2027,2027,2020,Penumbral,Lunar,-22.0,121.0
17/08/2027,2027,2020,Penumbral,Lunar,-12.0,-108.0
20/02/2027,2027,2020,Penumbral,Lunar,10.0,15.0
22/07/2028,2028,2020,Total,Solar,-15.6,126.7
31/12/2028,2028,2020,Total,Lunar,23.0,108.0
06/07/2028,2028,2020,Partial,Lunar,-23.0,86.0
12/01/2028,2028,2020,Partial,Lunar,23.0,-61.0
26/01/2028,2028,2020,Annular,Solar,3.0,-51.5
26/06/2029,2029,2020,Total,Lunar,-23.0,-50.0
20/12/2029,2029,2020,Total,Lunar,23.0,19.0
12/06/2029,2029,2020,Partial,Solar,66.8,-66.2
14/01/2029,2029,2020,Partial,Solar,63.7,-114.2
05/12/2029,2029,2020,Partial,Solar,-67.5,135.7
11/07/2029,2029,2020,Partial,Solar,-64.3,-85.6
09/12/2030,2030,2030,Penumbral,Lunar,22.0,21.0
15/06/2030,2030,2030,Partial,Lunar,-23.0,82.0
01/06/2030,2030,2030,Annular,Solar,56.5,80.1
25/11/2030,2030,2030,Total,Solar,-43.6,71.2
14/11/2031,2031,2030,Hybrid,Solar,-0.6,-137.6
21/05/2031,2031,2030,Annular,Solar,8.9,71.7
30/10/2031,2031,2030,Penumbral,Lunar,15.0,-121.0
07/05/2031,2031,2030,Penumbral,Lunar,-18.0,-59.0
05/06/2031,2031,2030,Penumbral,Lunar,-21.0,-176.0
18/10/2032,2032,2030,Total,Lunar,10.0,71.0
25/04/2032,2032,2030,Total,Lunar,-14.0,131.0
09/05/2032,2032,2030,Annular,Solar,-51.3,-7.1
03/11/2032,2032,2030,Partial,Solar,70.4,132.6
14/04/2033,2033,2030,Total,Lunar,-9.0,72.0
23/09/2033,2033,2030,Partial,Solar,-72.2,-121.2
30/03/2033,2033,2030,Total,Solar,71.3,-155.8
08/10/2033,2033,2030,Total,Lunar,6.0,-167.0
20/03/2034,2034,2030,Total,Solar,16.1,22.2
28/09/2034,2034,2030,Partial,Lunar,1.0,-44.0
03/04/2034,2034,2030,Penumbral,Lunar,-5.0,75.0
12/09/2034,2034,2030,Annular,Solar,-18.2,-72.6
09/03/2035,2035,2030,Annular,Solar,-29.0,-154.9
02/09/2035,2035,2030,Total,Solar,29.1,158.0
22/02/2035,2035,2030,Penumbral,Lunar,9.0,-133.0
19/08/2035,2035,2030,Partial,Lunar,-12.0,-17.0
07/08/2036,2036,2030,Total,Lunar,-16.0,-41.0
11/02/2036,2036,2030,Total,Lunar,14.0,31.0
21/08/2036,2036,2030,Partial,Solar,71.1,47.0
27/02/2036,2036,2030,Partial,Solar,-71.6,-131.4
23/07/2036,2036,2030,Partial,Solar,-68.9,3.6
16/01/2037,2037,2030,Partial,Solar,68.5,20.8
31/01/2037,2037,2030,Total,Lunar,18.0,153.0
27/07/2037,2037,2030,Partial,Lunar,-20.0,-60.0
13/07/2037,2037,2030,Total,Solar,-24.8,139.1
17/06/2038,2038,2030,Penumbral,Lunar,-22.0,-41.0
26/12/2038,2038,2030,Total,Solar,-40.3,164.0
11/12/2038,2038,2030,Penumbral,Lunar,22.0,93.0
21/01/2038,2038,2030,Penumbral,Lunar,21.0,-54.0
02/07/2038,2038,2030,Annular,Solar,25.4,-21.9
05/01/2038,2038,2030,Annular,Solar,2.1,-25.4
16/07/2038,2038,2030,Penumbral,Lunar,-23.0,-172.0
21/06/2039,2039,2030,Annular,Solar,78.9,-102.1
30/11/2039,2039,2030,Partial,Lunar,21.0,104.0
06/06/2039,2039,2030,Partial,Lunar,-22.0,77.0
15/12/2039,2039,2030,Total,Solar,-80.9,172.8
11/05/2040,2040,2040,Partial,Solar,-62.8,174.4
26/05/2040,2040,2040,Total,Lunar,-21.0,-177.0
18/11/2040,2040,2040,Total,Lunar,20.0,70.0
04/11/2040,2040,2040,Partial,Solar,62.2,-53.4
30/04/2041,2041,2040,Total,Solar,-9.6,12.2
08/11/2041,2041,2040,Partial,Lunar,18.0,-73.0
16/05/2041,2041,2040,Partial,Lunar,-20.0,-12.0
25/10/2041,2041,2040,Annular,Solar,9.9,162.9
20/04/2042,2042,2040,Total,Solar,27.0,137.3
05/04/2042,2042,2040,Penumbral,Lunar,-5.0,144.0
29/09/2042,2042,2040,Penumbral,Lunar,2.0,-163.0
14/10/2042,2042,2040,Annular,Solar,-23.7,137.8
25/03/2043,2043,2040,Total,Lunar,-2.0,144.0
09/04/2043,2043,2040,Total,Solar,61.3,152.0
03/10/2043,2043,2040,Annular,Solar,-61.0,35.3
19/09/2043,2043,2040,Total,Lunar,-2.0,-29.0
07/09/2044,2044,2040,Total,Lunar,-5.0,-171.0
23/08/2044,2044,2040,Total,Solar,64.3,-120.4
28/02/2044,2044,2040,Annular,Solar,-62.2,-25.6
13/03/2044,2044,2040,Total,Lunar,2.0,68.0
16/02/2045,2045,2040,Annular,Solar,-28.3,-166.2
27/08/2045,2045,2040,Penumbral,Lunar,-9.0,152.0
03/03/2045,2045,2040,Penumbral,Lunar,6.0,-113.0
12/08/2045,2045,2040,Total,Solar,25.9,-78.5
18/07/2046,2046,2040,Partial,Lunar,-22.0,-14.0
05/02/2046,2046,2040,Annular,Solar,4.8,-171.4
02/08/2046,2046,2040,Total,Solar,-12.7,15.2
22/01/2046,2046,2040,Partial,Lunar,21.0,168.0
12/01/2047,2047,2040,Total,Lunar,22.0,-19.0
26/01/2047,2047,2040,Partial,Solar,62.9,111.7
16/12/2047,2047,2040,Partial,Solar,-66.4,-6.6
22/07/2047,2047,2040,Partial,Solar,-63.4,160.2
07/07/2047,2047,2040,Total,Lunar,-23.0,-157.0
23/06/2047,2047,2040,Partial,Solar,65.8,-178.0
26/06/2048,2048,2040,Partial,Lunar,-23.0,-30.0
05/12/2048,2048,2040,Total,Solar,-46.1,-56.4
20/12/2048,2048,2040,Penumbral,Lunar,22.0,-97.0
11/06/2048,2048,2040,Annular,Solar,63.7,-11.5
01/01/2048,2048,2040,Total,Lunar,23.0,-102.0
09/11/2049,2049,2040,Penumbral,Lunar,18.0,118.0
31/05/2049,2049,2040,Annular,Solar,15.3,-29.9
25/11/2049,2049,2040,Hybrid,Solar,-3.8,95.2
15/06/2049,2049,2040,Penumbral,Lunar,-22.0,72.0
17/05/2049,2049,2040,Penumbral,Lunar,-21.0,-172.0
14/11/2050,2050,2050,Partial,Solar,69.5,1.0
30/10/2050,2050,2050,Total,Lunar,14.0,-54.0
06/05/2050,2050,2050,Total,Lunar,-17.0,21.0
20/05/2050,2050,2050,Hybrid,Solar,-40.1,-123.7
19/10/2051,2051,2050,Total,Lunar,10.0,69.0
04/10/2051,2051,2050,Partial,Solar,-72.0,117.7
11/04/2051,2051,2050,Partial,Solar,71.6,32.2
26/04/2051,2051,2050,Total,Lunar,-13.0,-34.0
14/04/2052,2052,2050,Penumbral,Lunar,-9.0,-34.0
22/09/2052,2052,2050,Annular,Solar,-25.7,175.0
30/03/2052,2052,2050,Total,Solar,22.4,-102.5
08/10/2052,2052,2050,Partial,Lunar,5.0,-164.0
12/09/2053,2053,2050,Total,Solar,21.5,41.7
04/03/2053,2053,2050,Penumbral,Lunar,5.0,102.0
29/08/2053,2053,2050,Penumbral,Lunar,-8.0,-121.0
20/03/2053,2053,2050,Annular,Solar,-23.0,83.0
09/03/2054,2054,2050,Partial,Solar,-72.0,97.9
03/08/2054,2054,2050,Partial,Solar,-69.8,-121.3
18/08/2054,2054,2050,Total,Lunar,-13.0,-140.0
22/02/2054,2054,2050,Total,Lunar,10.0,-99.0
02/09/2054,2054,2050,Partial,Solar,71.7,-82.3
07/08/2055,2055,2050,Partial,Lunar,-17.0,-161.0
11/02/2055,2055,2050,Total,Lunar,14.0,22.0
24/07/2055,2055,2050,Total,Solar,-33.3,25.8
27/01/2055,2055,2050,Partial,Solar,69.5,-112.2
12/07/2056,2056,2050,Annular,Solar,19.4,-123.7
16/01/2056,2056,2050,Annular,Solar,3.9,-153.5
27/06/2056,2056,2050,Penumbral,Lunar,-22.0,-149.0
22/12/2056,2056,2050,Penumbral,Lunar,22.0,-27.0
01/02/2056,2056,2050,Penumbral,Lunar,18.0,177.0
26/07/2056,2056,2050,Penumbral,Lunar,-20.0,81.0
05/01/2057,2057,2050,Total,Solar,-39.2,35.2
26/12/2057,2057,2050,Total,Solar,-84.9,21.8
01/07/2057,2057,2050,Annular,Solar,71.5,-176.2
11/12/2057,2057,2050,Partial,Lunar,23.0,-15.0
17/06/2057,2057,2050,Partial,Lunar,-23.0,-36.0
16/11/2058,2058,2050,Partial,Solar,62.9,174.2
21/06/2058,2058,2050,Partial,Solar,65.9,9.9
22/05/2058,2058,2050,Partial,Solar,-63.5,61.1
06/06/2058,2058,2050,Total,Lunar,-23.0,71.0
30/11/2058,2058,2050,Total,Lunar,22.0,-52.0
27/05/2059,2059,2050,Partial,Lunar,-22.0,-119.0
19/11/2059,2059,2050,Partial,Lunar,20.0,161.0
11/05/2059,2059,2050,Total,Solar,-10.7,-100.4
05/11/2059,2059,2050,Annular,Solar,8.7,47.1
30/04/2060,2060,2060,Total,Solar,28.0,20.9
24/10/2060,2060,2060,Annular,Solar,-25.8,28.1
09/10/2060,2060,2060,Penumbral,Lunar,6.0,74.0
15/04/2060,2060,2060,Penumbral,Lunar,-9.0,37.0
08/11/2060,2060,2060,Penumbral,Lunar,18.0,-65.0
29/09/2061,2061,2060,Total,Lunar,2.0,-146.0
20/04/2061,2061,2060,Total,Solar,64.5,59.2
13/10/2061,2061,2060,Annular,Solar,-62.1,-54.4
04/04/2061,2061,2060,Total,Lunar,-6.0,33.0
11/03/2062,2062,2060,Partial,Solar,-61.0,-147.1
03/09/2062,2062,2060,Partial,Solar,61.3,150.3
18/09/2062,2062,2060,Total,Lunar,-1.0,80.0
25/03/2062,2062,2060,Total,Lunar,-2.0,-52.0
14/03/2063,2063,2060,Partial,Lunar,1.0,121.0
07/09/2063,2063,2060,Penumbral,Lunar,-5.0,49.0
28/02/2063,2063,2060,Annular,Solar,-25.2,77.7
24/08/2063,2063,2060,Total,Solar,25.6,168.4
17/02/2064,2064,2060,Annular,Solar,7.0,69.7
28/07/2064,2064,2060,Partial,Lunar,-20.0,-116.0
02/02/2064,2064,2060,Partial,Lunar,18.0,37.0
12/08/2064,2064,2060,Total,Solar,-10.9,-96.0
17/07/2065,2065,2060,Total,Lunar,-21.0,95.0
27/12/2065,2065,2060,Partial,Solar,-65.4,-149.2
03/07/2065,2065,2060,Partial,Solar,64.8,71.9
22/01/2065,2065,2060,Total,Lunar,20.0,-146.0
02/08/2065,2065,2060,Partial,Solar,-62.7,46.5
05/02/2065,2065,2060,Partial,Solar,62.2,-21.9
17/12/2066,2066,2060,Total,Solar,-47.4,175.8
22/06/2066,2066,2060,Annular,Solar,70.1,-96.4
31/12/2066,2066,2060,Penumbral,Lunar,22.0,144.0
07/07/2066,2066,2060,Partial,Lunar,-22.0,-141.0
11/01/2066,2066,2060,Total,Lunar,21.0,136.0
21/11/2067,2067,2060,Penumbral,Lunar,21.0,-4.0
06/12/2067,2067,2060,Hybrid,Solar,-6.0,-32.4
28/05/2067,2067,2060,Penumbral,Lunar,-23.0,76.0
27/06/2067,2067,2060,Penumbral,Lunar,-22.0,-39.0
11/06/2067,2067,2060,Annular,Solar,21.0,-130.2
09/11/2068,2068,2060,Total,Lunar,18.0,180.0
31/05/2068,2068,2060,Total,Solar,-31.0,123.2
24/11/2068,2068,2060,Partial,Solar,68.5,-131.1
17/05/2068,2068,2060,Partial,Lunar,-20.0,-86.0
20/05/2069,2069,2060,Partial,Solar,-68.8,-69.9
30/10/2069,2069,2060,Total,Lunar,14.0,-57.0
15/10/2069,2069,2060,Partial,Solar,-71.6,-5.5
21/04/2069,2069,2060,Partial,Solar,71.0,-101.3
06/05/2069,2069,2060,Total,Lunar,-17.0,-138.0
11/04/2070,2070,2070,Total,Solar,29.1,135.1
04/10/2070,2070,2070,Annular,Solar,-32.8,60.4
19/10/2070,2070,2070,Partial,Lunar,9.0,74.0
25/04/2070,2070,2070,Penumbral,Lunar,-12.0,-140.0
31/03/2071,2071,2070,Annular,Solar,-16.7,-37.0
09/09/2071,2071,2070,Penumbral,Lunar,-4.0,133.0
16/03/2071,2071,2070,Penumbral,Lunar,1.0,-20.0
23/09/2071,2071,2070,Total,Solar,14.2,-76.7
28/08/2072,2072,2070,Total,Lunar,-9.0,119.0
12/09/2072,2072,2070,Total,Solar,69.8,102.0
19/03/2072,2072,2070,Partial,Solar,-72.2,-30.4
04/03/2072,2072,2070,Total,Lunar,6.0,133.0
17/08/2073,2073,2070,Total,Lunar,-13.0,96.0
