date,year,decade,eclipse_type,eclipse_category,lat,lon
23/11/2170,2170,2170,Total,Lunar,21.0,114.0
19/05/2171,2171,2170,Partial,Lunar,-21.0,121.0
05/05/2171,2171,2170,Annular,Solar,-19.4,144.8
12/11/2171,2171,2170,Partial,Lunar,18.0,115.0
29/10/2171,2171,2170,Total,Solar,17.6,169.1
23/04/2172,2172,2170,Annular,Solar,19.2,119.6
09/04/2172,2172,2170,Penumbral,Lunar,-7.0,0.0
17/10/2172,2172,2170,Hybrid,Solar,-17.3,-66.6
02/10/2172,2172,2170,Penumbral,Lunar,3.0,-46.0
08/05/2172,2172,2170,Penumbral,Lunar,-19.0,-133.0
31/10/2172,2172,2170,Penumbral,Lunar,16.0,100.0
21/09/2173,2173,2170,Partial,Lunar,-1.0,138.0
12/04/2173,2173,2170,Annular,Solar,56.2,-10.3
29/03/2173,2173,2170,Partial,Lunar,-3.0,-163.0
07/10/2173,2173,2170,Annular,Solar,-57.8,114.0
03/03/2174,2174,2170,Partial,Solar,-61.3,88.7
11/09/2174,2174,2170,Total,Lunar,-4.0,-106.0
18/03/2174,2174,2170,Total,Lunar,1.0,146.0
27/08/2174,2174,2170,Partial,Solar,61.4,135.6
01/04/2174,2174,2170,Partial,Solar,61.2,103.8
21/02/2175,2175,2170,Total,Solar,-34.2,122.9
16/08/2175,2175,2170,Annular,Solar,37.6,-0.5
31/08/2175,2175,2170,Partial,Lunar,-8.0,12.0
07/03/2175,2175,2170,Partial,Lunar,4.0,154.0
10/02/2176,2176,2170,Annular,Solar,-0.9,-81.3
04/08/2176,2176,2170,Total,Solar,-1.3,-170.5
26/01/2176,2176,2170,Penumbral,Lunar,20.0,-41.0
21/07/2176,2176,2170,Partial,Lunar,-21.0,24.0
29/01/2177,2177,2170,Annular,Solar,57.6,165.1
25/07/2177,2177,2170,Partial,Solar,-63.2,-85.0
14/01/2177,2177,2170,Partial,Lunar,22.0,122.0
26/06/2177,2177,2170,Partial,Solar,65.5,-139.8
20/12/2177,2177,2170,Partial,Solar,-66.1,-56.8
11/07/2177,2177,2170,Total,Lunar,-22.0,-3.0
04/01/2178,2178,2170,Total,Lunar,23.0,-115.0
30/06/2178,2178,2170,Partial,Lunar,-23.0,-25.0
24/12/2178,2178,2170,Partial,Lunar,23.0,40.0
09/12/2178,2178,2170,Annular,Solar,-62.4,69.9
16/06/2178,2178,2170,Total,Solar,71.0,-175.3
19/06/2179,2179,2170,Penumbral,Lunar,-22.0,-137.0
14/11/2179,2179,2170,Penumbral,Lunar,19.0,-175.0
28/11/2179,2179,2170,Total,Solar,-16.5,-104.6
05/06/2179,2179,2170,Annular,Solar,21.5,15.0
21/05/2179,2179,2170,Penumbral,Lunar,-21.0,-2.0
02/11/2180,2180,2180,Partial,Lunar,16.0,-167.0
17/11/2180,2180,2180,Total,Solar,30.1,26.5
24/05/2180,2180,2180,Annular,Solar,-32.6,-32.9
09/05/2180,2180,2180,Partial,Lunar,-18.0,119.0
14/04/2181,2181,2180,Partial,Solar,71.5,60.8
13/05/2181,2181,2180,Partial,Solar,-69.4,-16.9
29/04/2181,2181,2180,Total,Lunar,-15.0,-129.0
22/10/2181,2181,2180,Total,Lunar,11.0,154.0
07/11/2181,2181,2180,Partial,Solar,70.0,-170.9
08/10/2181,2181,2180,Partial,Solar,-71.9,-145.8
11/10/2182,2182,2180,Partial,Lunar,7.0,4.0
18/04/2182,2182,2180,Partial,Lunar,-10.0,43.0
03/04/2182,2182,2180,Hybrid,Solar,36.9,51.0
27/09/2182,2182,2180,Annular,Solar,-33.5,-146.7
02/09/2183,2183,2180,Penumbral,Lunar,-7.0,-107.0
16/09/2183,2183,2180,Annular,Solar,12.8,-141.9
09/03/2183,2183,2180,Penumbral,Lunar,3.0,-137.0
01/10/2183,2183,2180,Penumbral,Lunar,2.0,133.0
23/03/2183,2183,2180,Total,Solar,-8.9,-145.2
21/08/2184,2184,2180,Total,Lunar,-11.0,23.0
04/09/2184,2184,2180,Annular,Solar,67.1,-123.3
12/03/2184,2184,2180,Total,Solar,-59.4,-0.2
26/02/2184,2184,2180,Partial,Lunar,8.0,-132.0
31/01/2185,2185,2180,Partial,Solar,69.9,-62.4
14/02/2185,2185,2180,Total,Lunar,13.0,154.0
11/08/2185,2185,2180,Total,Lunar,-15.0,-122.0
26/07/2185,2185,2180,Total,Solar,-67.9,-178.5
26/12/2186,2186,2180,Penumbral,Lunar,22.0,-100.0
16/07/2186,2186,2180,Total,Solar,7.4,-46.5
04/02/2186,2186,2180,Partial,Lunar,17.0,-25.0
31/07/2186,2186,2180,Penumbral,Lunar,-19.0,-163.0
20/01/2186,2186,2180,Annular,Solar,12.8,-80.3
15/12/2187,2187,2180,Partial,Lunar,23.0,76.0
20/06/2187,2187,2180,Partial,Lunar,-23.0,21.0
06/07/2187,2187,2180,Total,Solar,53.6,63.8
09/01/2187,2187,2180,Annular,Solar,-30.0,-62.1
24/01/2187,2187,2180,Penumbral,Lunar,21.0,101.0
29/12/2187,2187,2180,Annular,Solar,-77.7,-111.2
18/11/2188,2188,2180,Partial,Solar,63.2,-45.5
24/06/2188,2188,2180,Partial,Solar,66.4,68.0
26/05/2188,2188,2180,Partial,Solar,-63.8,94.6
09/06/2188,2188,2180,Total,Lunar,-23.0,-122.0
18/12/2188,2188,2180,Partial,Solar,-65.7,-56.6
04/12/2188,2188,2180,Total,Lunar,22.0,-5.0
15/05/2189,2189,2180,Annular,Solar,-22.6,43.3
08/11/2189,2189,2180,Total,Solar,16.5,41.6
29/05/2189,2189,2180,Partial,Lunar,-22.0,8.0
22/11/2189,2189,2180,Partial,Lunar,21.0,-1.0
12/11/2190,2190,2190,Penumbral,Lunar,19.0,-18.0
13/10/2190,2190,2190,Penumbral,Lunar,7.0,-162.0
19/05/2190,2190,2190,Penumbral,Lunar,-21.0,112.0
20/04/2190,2190,2190,Penumbral,Lunar,-11.0,-119.0
29/10/2190,2190,2190,Hybrid,Solar,-19.6,173.2
04/05/2190,2190,2190,Annular,Solar,19.4,15.4
02/10/2191,2191,2190,Partial,Lunar,3.0,18.0
09/04/2191,2191,2190,Partial,Lunar,-7.0,82.0
18/10/2191,2191,2190,Annular,Solar,-58.7,5.2
23/04/2191,2191,2190,Annular,Solar,57.0,-119.2
13/03/2192,2192,2190,Partial,Solar,-61.1,-46.8
06/09/2192,2192,2190,Partial,Solar,61.2,25.8
21/09/2192,2192,2190,Total,Lunar,-0.0,134.0
12/04/2192,2192,2190,Partial,Solar,61.5,-25.4
28/03/2192,2192,2190,Total,Lunar,-4.0,34.0
11/09/2193,2193,2190,Partial,Lunar,-4.0,-104.0
03/03/2193,2193,2190,Total,Solar,-30.9,-4.4
17/03/2193,2193,2190,Partial,Lunar,0.0,40.0
26/08/2193,2193,2190,Annular,Solar,37.4,-102.9
16/08/2194,2194,2190,Total,Solar,-0.2,79.6
02/08/2194,2194,2190,Penumbral,Lunar,-19.0,-76.0
21/02/2194,2194,2190,Annular,Solar,1.9,153.5
05/02/2194,2194,2190,Penumbral,Lunar,17.0,-168.0
26/01/2195,2195,2190,Partial,Lunar,19.0,-10.0
10/02/2195,2195,2190,Annular,Solar,55.2,41.6
22/07/2195,2195,2190,Total,Lunar,-20.0,-99.0
31/12/2195,2195,2190,Partial,Solar,-65.1,171.4
05/08/2195,2195,2190,Total,Solar,-56.1,166.4
07/07/2195,2195,2190,Partial,Solar,64.6,98.5
19/12/2196,2196,2190,Annular,Solar,-63.1,-48.6
15/01/2196,2196,2190,Total,Lunar,21.0,114.0
26/06/2196,2196,2190,Total,Solar,76.3,97.0
10/07/2196,2196,2190,Partial,Lunar,-22.0,-123.0
09/12/2197,2197,2190,Total,Solar,-18.5,126.0
24/11/2197,2197,2190,Penumbral,Lunar,22.0,69.0
29/06/2197,2197,2190,Penumbral,Lunar,-22.0,117.0
31/05/2197,2197,2190,Penumbral,Lunar,-23.0,-113.0
15/06/2197,2197,2190,Annular,Solar,26.8,-87.6
04/01/2197,2197,2190,Partial,Lunar,22.0,-88.0
04/06/2198,2198,2190,Annular,Solar,-24.2,-135.7
20/05/2198,2198,2190,Partial,Lunar,-21.0,3.0
28/11/2198,2198,2190,Total,Solar,26.9,-106.0
13/11/2198,2198,2190,Partial,Lunar,19.0,79.0
19/10/2199,2199,2190,Partial,Solar,-71.4,82.9
24/05/2199,2199,2190,Partial,Solar,-68.5,-130.1
02/11/2199,2199,2190,Total,Lunar,15.0,36.0
10/05/2199,2199,2190,Total,Lunar,-18.0,115.0
18/11/2199,2199,2190,Partial,Solar,69.1,51.4
25/04/2199,2199,2190,Partial,Solar,70.8,-61.7
30/04/2200,2200,2200,Partial,Lunar,-14.0,-70.0
14/04/2200,2200,2200,Total,Solar,43.8,-68.3
23/10/2200,2200,2200,Partial,Lunar,11.0,-118.0
09/10/2200,2200,2200,Annular,Solar,-41.1,101.3
12/10/2201,2201,2200,Penumbral,Lunar,6.0,10.0
04/04/2201,2201,2200,Total,Solar,-2.7,90.2
28/09/2201,2201,2200,Annular,Solar,5.2,111.4
13/09/2201,2201,2200,Penumbral,Lunar,-3.0,135.0
20/03/2201,2201,2200,Penumbral,Lunar,-1.0,110.0
09/03/2202,2202,2200,Partial,Lunar,4.0,111.0
03/09/2202,2202,2200,Total,Lunar,-7.0,-90.0
17/09/2202,2202,2200,Annular,Solar,57.1,114.2
24/03/2202,2202,2200,Total,Solar,-52.9,-131.9
06/09/2203,2203,2200,Partial,Solar,71.8,69.4
08/08/2203,2203,2200,Partial,Solar,-70.1,57.0
12/02/2203,2203,2200,Partial,Solar,70.8,160.4
23/08/2203,2203,2200,Total,Lunar,-12.0,134.0
26/02/2203,2203,2200,Total,Lunar,9.0,30.0
16/02/2204,2204,2200,Partial,Lunar,13.0,-155.0
11/08/2204,2204,2200,Penumbral,Lunar,-16.0,99.0
02/02/2204,2204,2200,Annular,Solar,16.0,157.8
27/07/2204,2204,2200,Total,Solar,1.0,-160.1
21/01/2205,2205,2200,Annular,Solar,-27.5,178.6
17/07/2205,2205,2200,Total,Solar,47.2,-43.0
05/02/2205,2205,2200,Penumbral,Lunar,18.0,-30.0
27/12/2205,2205,2200,Partial,Lunar,23.0,-50.0
02/07/2205,2205,2200,Partial,Lunar,-22.0,-79.0
06/01/2205,2205,2200,Penumbral,Lunar,21.0,129.0
21/06/2206,2206,2200,Total,Lunar,-23.0,130.0
01/12/2206,2206,2200,Partial,Solar,64.1,175.7
30/12/2206,2206,2200,Partial,Solar,-66.8,162.3
16/12/2206,2206,2200,Total,Lunar,23.0,-124.0
10/01/2206,2206,2200,Annular,Solar,-75.9,140.5
07/06/2206,2206,2200,Partial,Solar,-64.7,-17.3
07/07/2206,2206,2200,Partial,Solar,67.4,-46.3
11/06/2207,2207,2200,Partial,Lunar,-24.0,-105.0
05/12/2207,2207,2200,Partial,Lunar,23.0,-117.0
27/05/2207,2207,2200,Annular,Solar,-27.5,-57.0
20/11/2207,2207,2200,Total,Solar,15.8,-87.8
31/05/2208,2208,2200,Penumbral,Lunar,-23.0,-2.0
23/11/2208,2208,2200,Penumbral,Lunar,22.0,-137.0
24/10/2208,2208,2200,Penumbral,Lunar,11.0,80.0
01/05/2208,2208,2200,Penumbral,Lunar,-14.0,124.0
09/11/2208,2208,2200,Hybrid,Solar,-21.8,51.4
15/05/2208,2208,2200,Annular,Solar,18.7,-87.0
05/05/2209,2209,2200,Hybrid,Solar,57.7,134.4
29/10/2209,2209,2200,Annular,Solar,-60.7,-106.3
21/04/2209,2209,2200,Partial,Lunar,-11.0,-31.0
14/10/2209,2209,2200,Partial,Lunar,7.0,-104.0
10/04/2210,2210,2210,Total,Lunar,-8.0,-76.0
03/10/2210,2210,2210,Total,Lunar,4.0,13.0
26/03/2210,2210,2210,Partial,Solar,-61.1,179.2
24/04/2210,2210,2210,Partial,Solar,61.9,-153.4
18/09/2210,2210,2210,Partial,Solar,61.0,-86.2
15/03/2211,2211,2210,Total,Solar,-27.8,-130.6
30/03/2211,2211,2210,Partial,Lunar,-4.0,-73.0
23/09/2211,2211,2210,Partial,Lunar,1.0,140.0
08/09/2211,2211,2210,Annular,Solar,36.9,152.5
13/08/2212,2212,2210,Penumbral,Lunar,-15.0,-177.0
27/08/2212,2212,2210,Total,Solar,-0.1,-31.7
18/03/2212,2212,2210,Penumbral,Lunar,-0.0,-133.0
17/02/2212,2212,2210,Penumbral,Lunar,13.0,65.0
04/03/2212,2212,2210,Annular,Solar,4.9,30.1
06/02/2213,2213,2210,Partial,Lunar,16.0,-141.0
02/08/2213,2213,2210,Total,Lunar,-18.0,165.0
17/08/2213,2213,2210,Total,Solar,-46.0,60.3
21/02/2213,2213,2210,Annular,Solar,53.4,-78.6
22/07/2214,2214,2210,Total,Lunar,-20.0,137.0
11/01/2214,2214,2210,Partial,Solar,-64.1,39.7
08/07/2214,2214,2210,Total,Solar,78.1,28.3
27/01/2214,2214,2210,Total,Lunar,18.0,-18.0
28/06/2215,2215,2210,Annular,Solar,31.4,172.0
21/12/2215,2215,2210,Total,Solar,-19.5,-4.1
07/12/2215,2215,2210,Penumbral,Lunar,24.0,-48.0
11/07/2215,2215,2210,Penumbral,Lunar,-21.0,11.0
16/01/2215,2215,2210,Partial,Lunar,20.0,144.0
12/06/2215,2215,2210,Penumbral,Lunar,-25.0,137.0
01/01/2215,2215,2210,Annular,Solar,-62.3,-168.0
16/06/2216,2216,2210,Annular,Solar,-16.7,124.6
25/11/2216,2216,2210,Partial,Lunar,21.0,-37.0
10/12/2216,2216,2210,Total,Solar,24.8,120.2
01/06/2216,2216,2210,Partial,Lunar,-23.0,-110.0
14/11/2217,2217,2210,Total,Lunar,18.0,-84.0
06/05/2217,2217,2210,Partial,Solar,70.0,178.5
05/06/2217,2217,2210,Partial,Solar,-67.5,118.9
31/10/2217,2217,2210,Partial,Solar,-70.7,-49.8
29/11/2217,2217,2210,Partial,Solar,68.1,-87.3
22/05/2217,2217,2210,Total,Lunar,-20.0,1.0
25/04/2218,2218,2210,Total,Solar,51.1,174.3
20/10/2218,2218,2210,Annular,Solar,-48.4,-12.1
03/11/2218,2218,2210,Partial,Lunar,14.0,118.0
11/05/2218,2218,2210,Partial,Lunar,-17.0,180.0
01/04/2219,2219,2210,Penumbral,Lunar,-5.0,-2.0
24/10/2219,2219,2210,Penumbral,Lunar,10.0,-114.0
24/09/2219,2219,2210,Penumbral,Lunar,2.0,16.0
09/10/2219,2219,2210,Annular,Solar,-2.0,3.0
15/04/2219,2219,2210,Total,Solar,3.7,-32.8
27/09/2220,2220,2220,Annular,Solar,48.0,-2.8
04/04/2220,2220,2220,Total,Solar,-46.2,99.0
20/03/2220,2220,2220,Partial,Lunar,-0.0,-4.0
13/09/2220,2220,2220,Partial,Lunar,-3.0,157.0
09/03/2221,2221,2220,Total,Lunar,5.0,-93.0
02/09/2221,2221,2220,Total,Lunar,-8.0,29.0
23/02/2221,2221,2220,Partial,Solar,71.5,24.2
16/09/2221,2221,2220,Partial,Solar,72.1,-58.1
18/08/2221,2221,2220,Partial,Solar,-70.9,-67.8
12/02/2222,2222,2220,Annular,Solar,20.0,36.7
26/02/2222,2222,2220,Partial,Lunar,9.0,76.0
08/08/2222,2222,2220,Total,Solar,-6.0,84.9
23/08/2222,2222,2220,Penumbral,Lunar,-12.0,0.0
16/02/2223,2223,2220,Penumbral,Lunar,14.0,-161.0
18/01/2223,2223,2220,Penumbral,Lunar,20.0,-1.0
13/07/2223,2223,2220,Penumbral,Lunar,-21.0,179.0
01/02/2223,2223,2220,Annular,Solar,-24.1,59.2
28/07/2223,2223,2220,Total,Solar,40.2,-151.7
21/01/2224,2224,2220,Annular,Solar,-72.4,25.2
26/12/2224,2224,2220,Total,Lunar,23.0,116.0
07/01/2224,2224,2220,Partial,Lunar,22.0,-176.0
01/07/2224,2224,2220,Total,Lunar,-23.0,22.0
11/12/2224,2224,2220,Partial,Solar,65.0,35.2
17/07/2224,2224,2220,Partial,Solar,68.4,-160.6
06/06/2225,2225,2220,Annular,Solar,-34.6,-156.5
09/01/2225,2225,2220,Partial,Solar,-67.8,20.4
15/12/2225,2225,2220,Partial,Lunar,24.0,125.0
01/12/2225,2225,2220,Total,Solar,15.4,141.4
21/06/2225,2225,2220,Partial,Lunar,-24.0,143.0
04/12/2226,2226,2220,Penumbral,Lunar,24.0,102.0
12/05/2226,2226,2220,Penumbral,Lunar,-17.0,10.0
20/11/2226,2226,2220,Hybrid,Solar,-23.7,-71.7
27/05/2226,2226,2220,Annular,Solar,16.8,171.5
11/06/2226,2226,2220,Penumbral,Lunar,-24.0,-113.0
05/11/2226,2226,2220,Penumbral,Lunar,14.0,-41.0
16/05/2227,2227,2220,Total,Solar,57.7,30.8
02/05/2227,2227,2220,Partial,Lunar,-15.0,-141.0
09/11/2227,2227,2220,Annular,Solar,-63.3,140.7
25/10/2227,2227,2220,Partial,Lunar,11.0,133.0
29/09/2228,2228,2220,Partial,Solar,61.1,159.6
20/04/2228,2228,2220,Total,Lunar,-12.0,177.0
14/10/2228,2228,2220,Total,Lunar,8.0,-110.0
05/04/2228,2228,2220,Partial,Solar,-61.3,47.3
29/10/2228,2228,2220,Partial,Solar,-61.9,57.7
04/05/2228,2228,2220,Partial,Solar,62.4,80.4
26/03/2229,2229,2220,Total,Solar,-25.5,105.5
09/04/2229,2229,2220,Partial,Lunar,-8.0,177.0
18/09/2229,2229,2220,Annular,Solar,36.2,44.8
03/10/2229,2229,2220,Partial,Lunar,5.0,22.0
15/03/2230,2230,2230,Annular,Solar,7.9,-91.3
07/09/2230,2230,2230,Total,Solar,-0.7,-144.5
24/08/2230,2230,2230,Penumbral,Lunar,-12.0,81.0
28/02/2230,2230,2230,Penumbral,Lunar,9.0,-61.0
29/03/2230,2230,2230,Penumbral,Lunar,-5.0,108.0
17/02/2231,2231,2230,Partial,Lunar,13.0,89.0
13/08/2231,2231,2230,Partial,Lunar,-15.0,67.0
04/03/2231,2231,2230,Annular,Solar,52.4,163.0
28/08/2231,2231,2230,Total,Solar,-41.4,-52.2
23/01/2232,2232,2230,Partial,Solar,-63.3,-91.9
18/07/2232,2232,2230,Total,Solar,72.4,-33.4
01/08/2232,2232,2230,Total,Lunar,-18.0,36.0
07/02/2232,2232,2230,Total,Lunar,15.0,-149.0
22/06/2233,2233,2230,Penumbral,Lunar,-25.0,27.0
22/07/2233,2233,2230,Penumbral,Lunar,-19.0,-97.0
11/01/2233,2233,2230,Annular,Solar,-60.0,70.4
31/12/2233,2233,2230,Total,Solar,-19.5,-134.7
17/12/2233,2233,2230,Penumbral,Lunar,25.0,-166.0
26/01/2233,2233,2230,Partial,Lunar,18.0,16.0
08/07/2233,2233,2230,Annular,Solar,35.1,73.1
21/12/2234,2234,2230,Total,Solar,23.5,-14.1
06/12/2234,2234,2230,Partial,Lunar,23.0,-155.0
12/06/2234,2234,2230,Partial,Lunar,-24.0,137.0
27/06/2234,2234,2230,Annular,Solar,-10.3,26.1
16/06/2235,2235,2230,Partial,Solar,-66.5,8.8
11/12/2235,2235,2230,Partial,Solar,67.1,133.6
11/11/2235,2235,2230,Partial,Solar,-69.9,176.6
17/05/2235,2235,2230,Partial,Solar,69.1,60.3
25/11/2235,2235,2230,Total,Lunar,21.0,154.0
02/06/2235,2235,2230,Total,Lunar,-22.0,-111.0
06/05/2236,2236,2230,Total,Solar,58.7,58.9
30/10/2236,2236,2230,Annular,Solar,-55.2,-126.4
14/11/2236,2236,2230,Partial,Lunar,17.0,-8.0
21/05/2236,2236,2230,Partial,Lunar,-20.0,72.0
11/04/2237,2237,2230,Penumbral,Lunar,-9.0,-111.0
19/10/2237,2237,2230,Annular,Solar,-8.6,-107.6
25/04/2237,2237,2230,Total,Solar,10.1,-153.7
10/05/2237,2237,2230,Penumbral,Lunar,-16.0,5.0
05/10/2237,2237,2230,Penumbral,Lunar,6.0,-105.0
03/11/2237,2237,2230,Penumbral,Lunar,14.0,120.0
08/10/2238,2238,2230,Annular,Solar,40.1,-119.7
31/03/2238,2238,2230,Partial,Lunar,-5.0,-118.0
24/09/2238,2238,2230,Partial,Lunar,1.0,42.0
15/04/2238,2238,2230,Total,Solar,-39.3,-27.3
29/08/2239,2239,2230,Partial,Solar,-71.5,165.5
20/03/2239,2239,2230,Total,Lunar,0.0,145.0
28/09/2239,2239,2230,Partial,Solar,72.1,172.0
06/03/2239,2239,2230,Partial,Solar,72.0,-110.6
14/09/2239,2239,2230,Total,Lunar,-4.0,-78.0
23/02/2240,2240,2240,Annular,Solar,24.7,-83.0
09/03/2240,2240,2240,Partial,Lunar,5.0,-52.0
02/09/2240,2240,2240,Partial,Lunar,-9.0,-101.0
18/08/2240,2240,2240,Total,Solar,-13.3,-31.3
23/07/2241,2241,2240,Penumbral,Lunar,-19.0,77.0
08/08/2241,2241,2240,Total,Solar,32.9,98.0
26/02/2241,2241,2240,Penumbral,Lunar,10.0,69.0
28/01/2241,2241,2240,Penumbral,Lunar,17.0,-132.0
11/02/2241,2241,2240,Annular,Solar,-19.9,-60.0
13/07/2242,2242,2240,Total,Lunar,-22.0,-86.0
28/07/2242,2242,2240,Partial,Solar,69.3,84.8
17/01/2242,2242,2240,Partial,Lunar,20.0,58.0
31/01/2242,2242,2240,Annular,Solar,-67.9,-95.8
22/12/2242,2242,2240,Partial,Solar,66.0,-106.9
02/07/2243,2243,2240,Total,Lunar,-23.0,32.0
07/01/2243,2243,2240,Total,Lunar,23.0,-5.0
26/12/2243,2243,2240,Partial,Lunar,24.0,7.0
18/06/2243,2243,2240,Annular,Solar,-45.6,104.7
21/01/2243,2243,2240,Partial,Solar,-68.9,-122.5
12/12/2243,2243,2240,Total,Solar,15.5,9.0
06/06/2244,2244,2240,Annular,Solar,13.8,70.7
15/12/2244,2244,2240,Penumbral,Lunar,25.0,-21.0
21/06/2244,2244,2240,Penumbral,Lunar,-25.0,136.0
15/11/2244,2244,2240,Penumbral,Lunar,17.0,-163.0
23/05/2244,2244,2240,Penumbral,Lunar,-19.0,-102.0
01/12/2244,2244,2240,Annular,Solar,-25.1,164.0
12/05/2245,2245,2240,Partial,Lunar,-18.0,111.0
04/11/2245,2245,2240,Partial,Lunar,15.0,8.0
26/05/2245,2245,2240,Total,Solar,56.7,-71.4
20/11/2245,2245,2240,Annular,Solar,-66.3,27.1
09/11/2246,2246,2240,Partial,Solar,-62.5,-63.8
16/04/2246,2246,2240,Partial,Solar,-61.6,-83.2
16/05/2246,2246,2240,Partial,Solar,63.1,-44.9
25/10/2246,2246,2240,Total,Lunar,12.0,126.0
01/05/2246,2246,2240,Total,Lunar,-15.0,72.0
10/10/2246,2246,2240,Partial,Solar,61.3,43.4
29/09/2247,2247,2240,Annular,Solar,35.6,-65.9
06/04/2247,2247,2240,Total,Solar,-23.8,-16.9
20/04/2247,2247,2240,Partial,Lunar,-12.0,68.0
15/10/2247,2247,2240,Partial,Lunar,9.0,-98.0
03/10/2248,2248,2240,Penumbral,Lunar,5.0,121.0
10/03/2248,2248,2240,Penumbral,Lunar,5.0,174.0
26/03/2248,2248,2240,Annular,Solar,10.6,150.1
18/09/2248,2248,2240,Total,Solar,-2.0,100.6
04/09/2248,2248,2240,Penumbral,Lunar,-8.0,-22.0
09/04/2248,2248,2240,Penumbral,Lunar,-9.0,-9.0
15/03/2249,2249,2240,Annular,Solar,52.0,48.4
07/09/2249,2249,2240,Total,Solar,-39.4,-167.4
24/08/2249,2249,2240,Partial,Lunar,-12.0,-32.0
28/02/2249,2249,2240,Partial,Lunar,9.0,-40.0
17/02/2250,2250,2250,Total,Lunar,12.0,81.0
02/02/2250,2250,2250,Partial,Solar,-62.5,137.6
28/08/2250,2250,2250,Partial,Solar,-61.7,-96.6
30/07/2250,2250,2250,Partial,Solar,62.9,-124.7
13/08/2250,2250,2250,Total,Lunar,-15.0,-66.0
07/02/2251,2251,2250,Partial,Lunar,15.0,-111.0
22/01/2251,2251,2250,Annular,Solar,-56.9,-53.2
28/12/2251,2251,2250,Penumbral,Lunar,25.0,75.0
19/07/2251,2251,2250,Annular,Solar,38.0,-24.2
02/08/2251,2251,2250,Partial,Lunar,-17.0,155.0
12/01/2252,2252,2250,Total,Solar,-18.5,94.0
07/07/2252,2252,2250,Annular,Solar,-4.9,-70.6
31/12/2252,2252,2250,Total,Solar,23.1,-149.1
22/06/2252,2252,2250,Partial,Lunar,-24.0,25.0
16/12/2252,2252,2250,Partial,Lunar,24.0,87.0
05/12/2253,2253,2250,Total,Lunar,22.0,31.0
21/12/2253,2253,2250,Partial,Solar,66.1,-6.0
21/11/2253,2253,2250,Partial,Solar,-68.9,41.9
26/06/2253,2253,2250,Partial,Solar,-65.5,-100.1
12/06/2253,2253,2250,Total,Lunar,-23.0,138.0
17/05/2254,2254,2250,Total,Solar,66.7,-54.1
25/11/2254,2254,2250,Partial,Lunar,20.0,-135.0
11/11/2254,2254,2250,Annular,Solar,-61.4,119.3
02/06/2254,2254,2250,Partial,Lunar,-21.0,-34.0
31/10/2255,2255,2250,Annular,Solar,-14.5,140.2
15/11/2255,2255,2250,Penumbral,Lunar,17.0,-7.0
22/04/2255,2255,2250,Penumbral,Lunar,-13.0,143.0
07/05/2255,2255,2250,Total,Solar,16.4,87.2
22/05/2255,2255,2250,Penumbral,Lunar,-19.0,-96.0
16/10/2255,2255,2250,Penumbral,Lunar,10.0,132.0
05/10/2256,2256,2250,Partial,Lunar,5.0,-75.0
10/04/2256,2256,2250,Partial,Lunar,-9.0,130.0
25/04/2256,2256,2250,Total,Solar,-32.3,-150.9
19/10/2256,2256,2250,Annular,Solar,33.1,122.3
24/09/2257,2257,2250,Total,Lunar,1.0,174.0
16/03/2257,2257,2250,Partial,Solar,72.2,116.2
09/09/2257,2257,2250,Partial,Solar,-71.9,36.6
30/03/2257,2257,2250,Total,Lunar,-4.0,24.0
15/04/2257,2257,2250,Partial,Solar,-71.3,60.1
08/10/2257,2257,2250,Partial,Solar,71.9,40.0
06/03/2258,2258,2250,Annular,Solar,30.2,158.8
20/03/2258,2258,2250,Partial,Lunar,1.0,-178.0
29/08/2258,2258,2250,Total,Solar,-20.9,-149.2
13/09/2258,2258,2250,Partial,Lunar,-4.0,157.0
08/02/2259,2259,2250,Penumbral,Lunar,14.0,98.0
04/08/2259,2259,2250,Penumbral,Lunar,-16.0,-27.0
23/02/2259,2259,2250,Annular,Solar,-15.0,-178.8
10/03/2259,2259,2250,Penumbral,Lunar,6.0,-59.0
02/09/2259,2259,2250,Penumbral,Lunar,-9.0,141.0
19/08/2259,2259,2250,Total,Solar,25.3,-13.6
29/01/2260,2260,2260,Partial,Lunar,18.0,-68.0
23/07/2260,2260,2260,Total,Lunar,-19.0,165.0
07/08/2260,2260,2260,Partial,Solar,70.2,-30.7
12/02/2260,2260,2260,Annular,Solar,-62.7,140.2
22/12/2261,2261,2260,Total,Solar,16.1,-124.2
17/01/2261,2261,2260,Total,Lunar,21.0,-125.0
31/01/2261,2261,2260,Partial,Solar,-69.9,94.8
02/01/2261,2261,2260,Partial,Solar,67.1,110.2
13/07/2261,2261,2260,Total,Lunar,-22.0,-80.0
28/06/2261,2261,2260,Partial,Solar,-66.6,6.0
06/01/2262,2262,2260,Partial,Lunar,23.0,-112.0
