datetime,year,lat,lon,altitude_km,velocity_kms,radiated_energy_J,impact_energy_kt
9/22/2016 4:57,2016,-51.8,178.5,40.0,17.5,73100000000.0,0.23
9/14/2016 15:01,2016,-3.5,44.6,54.0,18.3,76000000000.0,0.24
8/27/2016 21:45,2016,-56.9,162.2,42.0,,142000000000.0,0.41
8/11/2016 5:59,2016,-43.7,53.8,34.3,14.9,197000000000.0,0.55
8/5/2016 18:02,2016,46.4,171.6,32.4,,117000000000.0,0.35
7/21/2016 0:48,2016,7.8,-1.6,37.0,,31100000000.0,0.11
7/5/2016 1:24,2016,1.0,48.6,38.2,25.1,168000000000.0,0.48
6/27/2016 10:02,2016,15.8,-11.9,33.3,29.1,426000000000.0,1.1
6/5/2016 6:12,2016,-17.4,138.3,28.7,14.5,338000000000.0,0.89
6/2/2016 10:56,2016,33.8,-110.9,,,249000000000.0,0.68
5/29/2016 12:14,2016,10.2,-48.8,32.0,,87400000000.0,0.27
5/20/2016 11:59,2016,-32.8,15.1,30.6,20.8,30700000000.0,0.11
5/16/2016 10:09,2016,3.2,6.6,41.7,12.2,488000000000.0,1.2
5/13/2016 0:34,2016,26.2,-122.3,33.0,,63500000000.0,0.2
4/24/2016 5:39,2016,9.8,-42.8,50.0,,133000000000.0,0.39
4/18/2016 11:59,2016,20.7,-14.5,31.5,17.1,231000000000.0,0.64
4/12/2016 9:51,2016,38.3,162.2,,,20000000000.0,0.073
4/10/2016 14:57,2016,22.0,149.0,35.2,15.1,561000000000.0,1.4
3/16/2016 23:54,2016,-49.2,-6.3,42.0,13.3,31700000000.0,0.11
3/3/2016 1:32,2016,-48.0,51.0,31.8,11.7,59200000000.0,0.19
2/23/2016 3:59,2016,32.3,67.2,44.0,17.9,35000000000.0,0.12
2/21/2016 5:58,2016,36.5,-37.2,32.0,,374000000000.0,0.97
2/19/2016 8:15,2016,0.7,-11.6,39.4,15.5,202000000000.0,0.56
2/13/2016 0:10,2016,3.1,117.9,,,52200000000.0,0.17
2/6/2016 13:55,2016,-30.4,-25.5,31.0,15.6,6850000000000.0,13.0
1/27/2016 9:59,2016,-45.8,53.6,37.0,11.5,88300000000.0,0.27
1/21/2016 16:44,2016,-10.8,0.7,42.5,18.1,118000000000.0,0.35
12/30/2015 13:07,2015,33.8,-160.7,39.0,,48200000000.0,0.16
12/21/2015 2:32,2015,5.9,143.0,42.2,12.1,83000000000.0,0.26
12/8/2015 0:34,2015,-69.9,150.5,38.0,,204000000000.0,0.57
11/13/2015 14:59,2015,16.0,124.3,28.0,,83600000000.0,0.26
11/2/2015 21:34,2015,-41.4,33.0,37.0,,78000000000.0,0.24
10/31/2015 11:34,2015,9.0,-138.0,71.0,,97300000000.0,0.3
10/30/2015 7:07,2015,-85.0,-161.7,,,242000000000.0,0.66
10/13/2015 12:23,2015,-8.0,-52.5,38.9,12.9,23000000000.0,0.082
10/11/2015 0:07,2015,-55.4,-18.8,,,29900000000.0,0.1
10/10/2015 9:57,2015,-51.0,-21.1,51.8,11.8,37500000000.0,0.13
10/4/2015 21:02,2015,22.0,-171.6,36.1,,44000000000.0,0.15
9/17/2015 21:03,2015,-43.1,94.9,,,98000000000.0,0.3
9/14/2015 23:50,2015,5.8,-15.2,,,67500000000.0,0.21
9/8/2015 13:46,2015,6.3,29.9,44.4,16.1,20200000000.0,0.074
9/7/2015 1:41,2015,14.5,98.9,29.3,21.0,1800000000000.0,3.9
9/2/2015 20:10,2015,39.1,40.2,39.8,24.1,37000000000.0,0.13
8/4/2015 10:24,2015,-9.6,125.9,,,29600000000.0,0.1
7/19/2015 7:06,2015,20.6,-87.6,22.0,17.8,23800000000.0,0.085
7/12/2015 22:23,2015,31.0,159.6,41.0,,22800000000.0,0.082
7/4/2015 1:40,2015,38.6,103.1,46.3,49.0,72500000000.0,0.23
6/14/2015 3:03,2015,6.3,124.1,32.4,31.9,70800000000.0,0.22
6/12/2015 17:03,2015,-1.3,-32.1,43.5,,253000000000.0,0.69
6/10/2015 17:47,2015,-11.5,-161.9,61.1,,384000000000.0,1.0
6/2/2015 8:44,2015,-6.4,-142.7,,,385000000000.0,1.0
5/20/2015 10:20,2015,1.0,172.6,32.4,,37100000000.0,0.13
5/18/2015 17:13,2015,32.4,139.1,29.0,,43000000000.0,0.14
5/10/2015 7:45,2015,-46.3,-179.3,29.6,12.2,142000000000.0,0.41
5/7/2015 20:34,2015,-21.5,-29.3,37.0,17.3,51900000000.0,0.17
4/30/2015 10:21,2015,-48.7,139.1,26.7,12.9,105000000000.0,0.32
4/21/2015 1:42,2015,37.7,-39.6,37.4,21.3,88000000000.0,0.27
4/10/2015 1:14,2015,-42.8,8.2,,,30300000000.0,0.11
4/8/2015 4:06,2015,-20.4,51.5,36.3,19.2,206000000000.0,0.57
4/3/2015 1:39,2015,8.4,-157.9,,,42400000000.0,0.14
3/30/2015 21:33,2015,-36.1,-5.5,33.1,13.8,66300000000.0,0.21
3/18/2015 0:04,2015,-5.4,159.3,50.0,,124000000000.0,0.37
3/11/2015 6:18,2015,8.0,119.1,35.2,19.9,72000000000.0,0.23
3/8/2015 4:26,2015,-39.1,-118.6,,,24700000000.0,0.088
3/4/2015 4:30,2015,-15.9,88.1,39.8,18.0,53000000000.0,0.17
2/26/2015 22:06,2015,68.0,-149.2,33.7,21.1,188000000000.0,0.53
2/25/2015 10:53,2015,12.4,-122.4,42.0,,58300000000.0,0.19
2/17/2015 13:19,2015,-8.0,-11.2,39.0,28.8,40500000000.0,0.14
1/9/2015 17:31,2015,-23.3,-49.2,,,22000000000.0,0.079
1/9/2015 10:41,2015,2.0,28.8,36.0,17.5,140000000000.0,0.41
1/7/2015 1:05,2015,45.7,26.9,45.5,35.7,139000000000.0,0.41
1/2/2015 13:39,2015,-31.1,140.0,38.1,18.1,20000000000.0,0.073
12/13/2014 2:53,2014,86.7,-162.1,30.7,21.7,44000000000.0,0.15
12/12/2014 6:48,2014,33.5,144.9,26.3,12.0,33000000000.0,0.11
12/9/2014 21:19,2014,76.6,96.3,26.3,,78000000000.0,0.24
11/28/2014 11:47,2014,-46.1,172.7,26.1,13.4,687000000000.0,1.7
11/27/2014 12:12,2014,-18.8,-73.4,38.0,,55000000000.0,0.18
11/26/2014 23:16,2014,-69.5,-179.7,23.3,25.3,118000000000.0,0.35
11/26/2014 17:40,2014,-68.2,-24.0,37.0,19.9,105000000000.0,0.32
11/4/2014 20:13,2014,43.1,115.8,22.2,16.0,144000000000.0,0.42
10/21/2014 18:55,2014,22.2,-132.9,,,34500000000.0,0.12
10/17/2014 14:07,2014,-4.6,-66.3,39.0,,81400000000.0,0.25
10/14/2014 10:25,2014,-2.0,119.2,27.2,16.9,36400000000.0,0.12
10/6/2014 20:02,2014,-43.7,85.7,,,39000000000.0,0.13
9/9/2014 18:55,2014,3.2,137.2,32.5,,28500000000.0,0.1
9/5/2014 21:37,2014,22.7,-150.0,,,35300000000.0,0.12
8/29/2014 23:15,2014,-6.2,-49.9,,,26100000000.0,0.092
8/28/2014 3:07,2014,3.2,-45.4,,,36100000000.0,0.12
8/23/2014 6:29,2014,-61.7,132.6,22.2,17.6,3820000000000.0,7.6
7/29/2014 7:38,2014,-49.2,-172.2,,,80400000000.0,0.25
7/29/2014 3:07,2014,-33.9,-115.9,,,54700000000.0,0.18
6/28/2014 2:40,2014,18.9,141.2,26.3,16.3,245000000000.0,0.67
6/26/2014 5:54,2014,-71.5,93.4,28.5,11.2,61000000000.0,0.2
5/29/2014 1:12,2014,21.9,-131.1,28.7,,58000000000.0,0.19
5/16/2014 20:06,2014,-39.4,-95.9,30.8,18.6,136000000000.0,0.4
5/16/2014 12:42,2014,-44.2,-176.2,44.0,16.5,351000000000.0,0.92
5/8/2014 19:42,2014,-36.9,87.3,35.4,19.0,1050000000000.0,2.4
3/29/2014 13:45,2014,-28.7,121.5,30.7,16.3,39800000000.0,0.13
3/18/2014 11:02,2014,0.0,-111.8,30.5,,540000000000.0,1.3
3/3/2014 15:00,2014,-29.0,-94.9,,,94000000000.0,0.29
2/18/2014 12:50,2014,-32.8,-61.5,,,25600000000.0,0.091
2/13/2014 6:47,2014,13.3,-110.7,25.0,,630000000000.0,1.5
1/19/2014 2:54,2014,-66.1,74.6,,,140000000000.0,0.41
1/15/2014 2:46,2014,-18.5,141.8,29.6,,140000000000.0,0.41
1/12/2014 16:00,2014,2.9,64.4,37.0,16.2,78000000000.0,0.24
1/8/2014 17:05,2014,-1.2,147.1,18.7,44.8,38200000000.0,0.13
12/23/2013 8:30,2013,39.5,2.0,34.3,15.1,295000000000.0,0.79
12/8/2013 3:10,2013,32.8,-165.1,23.5,11.8,123000000000.0,0.36
11/21/2013 1:50,2013,44.7,35.3,59.3,12.4,75000000000.0,0.23
10/12/2013 16:06,2013,-19.1,-25.0,22.2,12.8,1600000000000.0,3.5
10/9/2013 17:27,2013,,,,,60100000000.0,0.19
9/24/2013 15:31,2013,-10.3,-164.7,40.7,,160000000000.0,0.46
9/7/2013 20:49,2013,25.7,-40.2,,,43900000000.0,0.15
8/12/2013 18:08,2013,-34.4,118.2,66.6,,35000000000.0,0.12
7/31/2013 7:00,2013,,,,,39700000000.0,0.13
7/31/2013 3:50,2013,-31.8,137.1,29.1,17.8,70000000000.0,0.22
7/30/2013 2:36,2013,-50.2,90.2,25.6,18.8,390000000000.0,1.0
7/27/2013 8:30,2013,0.3,156.2,26.5,22.1,120000000000.0,0.36
7/26/2013 11:32,2013,21.0,-178.5,37.0,,20100000000.0,0.073
7/18/2013 0:46,2013,,,,,22900000000.0,0.082
6/13/2013 2:51,2013,,,,,21900000000.0,0.079
6/1/2013 22:49,2013,-65.6,138.4,28.9,,34600000000.0,0.12
5/14/2013 23:20,2013,-3.0,76.4,,,21500000000.0,0.078
4/30/2013 8:40,2013,35.5,-30.7,21.2,12.1,5110000000000.0,9.8
4/21/2013 6:23,2013,-28.1,-64.6,40.7,14.9,1070000000000.0,2.5
3/12/2013 10:32,2013,-32.7,17.1,26.0,,29000000000.0,0.1
2/20/2013 13:13,2013,-23.0,-38.8,,13.6,32000000000.0,0.1
2/15/2013 3:20,2013,54.8,61.1,23.3,18.6,375000000000000.0,441.0
2/7/2013 13:12,2013,-18.8,-158.6,,,65000000000.0,0.21
1/25/2013 7:40,2013,60.3,-64.6,,,3400000000000.0,6.9
1/12/2013 3:04,2013,-15.1,-155.6,36.1,,48700000000.0,0.16
12/30/2012 7:25,2012,17.3,-83.6,,,211000000000.0,0.59
12/18/2012 11:19,2012,,,,,30900000000.0,0.11
11/20/2012 20:37,2012,2.5,29.6,33.3,14.3,25200000000.0,0.089
11/20/2012 6:25,2012,-8.0,-86.0,,,127000000000.0,0.37
10/25/2012 15:57,2012,,,,,24200000000.0,0.086
10/19/2012 16:26,2012,-75.4,49.6,29.3,13.2,26800000000.0,0.094
10/9/2012 0:54,2012,51.2,-84.6,27.8,13.5,203000000000.0,0.57
10/3/2012 22:50,2012,-41.5,-21.9,,17.0,280000000000.0,0.75
10/2/2012 16:38,2012,-8.1,-111.9,35.0,15.4,503000000000.0,1.3
9/28/2012 5:44,2012,-6.9,73.7,,,56200000000.0,0.18
9/18/2012 19:34,2012,1.2,-52.2,28.1,18.3,254000000000.0,0.69
9/11/2012 22:07,2012,-18.9,105.2,,,103000000000.0,0.31
9/10/2012 1:03,2012,-69.8,-111.7,23.8,16.9,26500000000.0,0.094
8/27/2012 6:57,2012,-18.3,64.2,38.7,28.9,68000000000.0,0.22
8/26/2012 14:55,2012,11.8,117.0,36.0,12.7,253000000000.0,0.69
8/13/2012 5:31,2012,,,,,36000000000.0,0.12
7/27/2012 4:19,2012,63.1,172.3,27.2,,32200000000.0,0.11
7/25/2012 7:48,2012,36.4,41.5,26.8,18.5,133000000000.0,0.39
6/5/2012 7:44,2012,,,,,24400000000.0,0.087
5/25/2012 11:31,2012,-41.8,-36.2,,,66300000000.0,0.21
5/22/2012 8:31,2012,,,,,212000000000.0,0.59
5/15/2012 11:04,2012,-61.8,-135.5,33.3,17.1,132000000000.0,0.39
5/4/2012 21:54,2012,76.7,-10.6,,,231000000000.0,0.64
4/23/2012 22:01,2012,36.2,107.4,25.2,,48000000000.0,0.16
4/21/2012 16:08,2012,-15.8,-174.8,,,162000000000.0,0.46
4/19/2012 22:12,2012,5.5,16.8,,,33900000000.0,0.12
4/2/2012 16:50,2012,28.1,-95.2,,,50100000000.0,0.16
3/12/2012 6:40,2012,2.5,139.8,25.0,11.8,104000000000.0,0.31
3/3/2012 21:28,2012,7.8,2.7,20.4,,111000000000.0,0.33
3/1/2012 3:12,2012,46.9,-29.8,,,24800000000.0,0.088
2/24/2012 19:11,2012,-22.7,30.8,,,38400000000.0,0.13
2/17/2012 10:47,2012,-3.2,-39.9,45.6,,170000000000.0,0.48
2/16/2012 4:50,2012,9.8,151.8,,,116000000000.0,0.35
2/12/2012 5:25,2012,-31.7,54.9,61.0,,242000000000.0,0.66
2/4/2012 14:42,2012,32.4,0.1,34.2,12.2,130000000000.0,0.38
1/15/2012 12:26,2012,-64.1,109.9,26.3,12.3,23500000000.0,0.084
1/11/2012 2:23,2012,32.2,88.5,,,76800000000.0,0.24
12/19/2011 11:35,2011,-30.2,52.6,36.1,,147000000000.0,0.43
12/14/2011 5:01,2011,-62.9,89.6,32.4,,82700000000.0,0.26
12/11/2011 17:29,2011,,,,,27200000000.0,0.096
11/20/2011 5:25,2011,-27.9,116.3,,,23000000000.0,0.082
10/12/2011 7:13,2011,-26.4,-78.4,,,39500000000.0,0.13
9/13/2011 23:36,2011,-19.9,-13.8,21.3,16.7,67000000000.0,0.21
8/31/2011 9:44,2011,18.6,-5.1,,,37800000000.0,0.13
8/20/2011 22:01,2011,-27.2,-2.8,,,27300000000.0,0.096
8/20/2011 20:01,2011,-27.2,-2.8,,,23000000000.0,0.082
8/18/2011 14:55,2011,,,,,24600000000.0,0.088
8/11/2011 2:56,2011,18.6,-5.1,,,103000000000.0,0.31
8/4/2011 7:25,2011,-40.7,-86.7,63.0,,33600000000.0,0.12
7/27/2011 23:00,2011,-45.3,63.5,29.6,,54700000000.0,0.18
7/7/2011 23:25,2011,,,,,33300000000.0,0.11
7/5/2011 15:42,2011,29.1,139.7,40.7,,84200000000.0,0.26
7/4/2011 9:18,2011,-51.7,175.0,,,29000000000.0,0.1
6/16/2011 11:51,2011,67.3,-21.4,40.5,,31300000000.0,0.11
5/25/2011 5:40,2011,4.1,14.0,59.0,11.6,2310000000000.0,4.9
5/16/2011 13:39,2011,-1.2,92.8,,,17500000000.0,0.065
4/27/2011 20:38,2011,1.4,-126.6,28.7,,220000000000.0,0.61
4/27/2011 11:21,2011,,,,,24000000000.0,0.086
4/17/2011 20:38,2011,1.4,-126.6,,,278000000000.0,0.75
4/17/2011 11:21,2011,,,,,78100000000.0,0.24
4/11/2011 21:43,2011,,,,,58400000000.0,0.19
4/6/2011 8:30,2011,71.1,-43.5,22.2,12.7,157000000000.0,0.45
3/24/2011 20:23,2011,0.6,-127.5,59.0,,73700000000.0,0.23
3/23/2011 4:24,2011,,,,,34900000000.0,0.12
3/23/2011 4:16,2011,-16.8,-85.6,,,28500000000.0,0.1
3/1/2011 10:37,2011,53.5,103.9,30.6,11.9,32400000000.0,0.11
2/21/2011 5:07,2011,26.3,43.7,44.4,18.0,41800000000.0,0.14
2/12/2011 11:00,2011,7.8,-95.3,,,22300000000.0,0.08
1/21/2011 15:11,2011,18.9,-44.6,61.0,,74700000000.0,0.23
1/8/2011 19:38,2011,33.3,-125.8,48.0,,32800000000.0,0.11
12/25/2010 23:24,2010,38.0,158.0,26.0,18.5,5020000000000.0,9.7
12/14/2010 0:27,2010,-4.9,175.5,24.0,,40200000000.0,0.14
12/9/2010 2:54,2010,-54.5,-169.7,66.0,,63600000000.0,0.2
12/1/2010 6:31,2010,-72.5,144.9,33.3,,141000000000.0,0.41
11/21/2010 14:45,2010,1.9,143.3,50.0,,97200000000.0,0.3
11/19/2010 7:25,2010,-10.3,148.8,30.0,,33000000000.0,0.11
11/10/2010 8:26,2010,74.5,-77.7,,,85200000000.0,0.26
11/9/2010 13:05,2010,-56.3,-16.7,37.0,,95300000000.0,0.29
11/9/2010 6:56,2010,-14.0,-160.0,26.0,,20000000000.0,0.073
10/27/2010 11:27,2010,-14.1,67.7,35.2,,145000000000.0,0.42
10/8/2010 9:58,2010,,,,,26800000000.0,0.094
9/24/2010 12:02,2010,-67.4,-50.6,,,56100000000.0,0.18
9/18/2010 5:04,2010,7.4,36.7,,,66000000000.0,0.21
9/8/2010 19:51,2010,-13.9,-65.5,46.3,,99400000000.0,0.3
9/5/2010 23:37,2010,-25.9,49.0,35.2,,692000000000.0,1.7
9/3/2010 12:04,2010,-61.0,146.7,33.3,12.3,1730000000000.0,3.8
8/17/2010 4:19,2010,20.7,-114.3,33.3,,21300000000.0,0.077
8/12/2010 2:59,2010,,,,,28000000000.0,0.098
8/5/2010 19:31,2010,-21.5,46.6,,,31000000000.0,0.11
7/15/2010 1:49,2010,60.9,-178.1,,,28500000000.0,0.1
7/6/2010 23:54,2010,-34.1,-174.5,26.0,15.7,7510000000000.0,14.0
6/26/2010 6:04,2010,-0.5,133.2,50.0,,75200000000.0,0.24
6/21/2010 6:42,2010,-22.5,-120.9,,,161000000000.0,0.46
6/17/2010 4:24,2010,-26.1,100.0,42.0,,119000000000.0,0.35
4/17/2010 2:21,2010,13.1,-173.0,,,131000000000.0,0.38
4/16/2010 4:38,2010,1.8,-176.9,22.2,18.8,917000000000.0,2.2
4/6/2010 18:33,2010,52.8,-146.5,,,78900000000.0,0.25
3/18/2010 16:11,2010,-32.4,-51.8,,,175000000000.0,0.5
3/15/2010 15:55,2010,,,,,80000000000.0,0.25
3/14/2010 18:44,2010,33.8,-90.2,35.6,,38200000000.0,0.13
3/8/2010 22:44,2010,18.2,110.1,53.0,,30000000000.0,0.1
3/8/2010 22:02,2010,32.0,-92.9,52.0,24.5,319000000000.0,0.85
2/28/2010 22:24,2010,48.7,21.0,37.0,15.1,149000000000.0,0.43
2/26/2010 22:46,2010,-37.3,-166.0,,,238000000000.0,0.65
2/24/2010 19:55,2010,-2.6,-102.2,,,93000000000.0,0.28
1/15/2010 19:17,2010,-8.3,27.0,25.0,14.0,492000000000.0,1.2
12/31/2009 16:24,2009,,,,,92700000000.0,0.28
12/31/2009 12:50,2009,37.9,-178.3,20.7,,102000000000.0,0.31
11/25/2009 1:36,2009,-52.8,136.5,,,63900000000.0,0.2
11/21/2009 20:53,2009,-22.0,29.2,38.0,32.0,11200000000000.0,20.0
11/18/2009 17:36,2009,7.4,-144.3,,,87700000000.0,0.27
11/18/2009 7:07,2009,40.4,-113.2,31.5,,735000000000.0,1.8
11/14/2009 19:58,2009,,,,,23700000000.0,0.085
11/7/2009 11:31,2009,45.5,-157.7,,,22000000000.0,0.079
11/7/2009 10:41,2009,24.0,64.1,37.0,,42000000000.0,0.14
10/11/2009 12:49,2009,-78.3,70.2,27.8,,85300000000.0,0.26
10/8/2009 2:57,2009,-4.2,120.6,19.1,22.1,19800000000000.0,33.0
9/27/2009 22:22,2009,-36.0,-67.6,37.0,,118000000000.0,0.35
9/18/2009 20:13,2009,7.7,-29.5,,,146000000000.0,0.42
9/4/2009 2:23,2009,42.5,110.0,28.3,24.0,965000000000.0,2.3
8/23/2009 21:17,2009,-67.7,18.3,34.0,12.2,460000000000.0,1.2
7/31/2009 2:13,2009,8.9,-121.9,,,27300000000.0,0.096
7/16/2009 6:39,2009,-24.4,-59.8,32.2,,759000000000.0,1.8
7/3/2009 4:02,2009,,,,,28400000000.0,0.099
6/27/2009 13:08,2009,-26.6,-12.6,26.1,15.2,32000000000.0,0.11
6/20/2009 11:04,2009,,,,,27500000000.0,0.097
6/18/2009 4:39,2009,-23.7,-16.0,57.4,,32500000000.0,0.11
6/9/2009 22:42,2009,54.9,-152.7,34.2,,282000000000.0,0.76
5/31/2009 6:05,2009,19.7,-121.0,,,142000000000.0,0.41
5/13/2009 22:20,2009,,,,,76100000000.0,0.24
5/13/2009 20:20,2009,,,,,73000000000.0,0.23
5/4/2009 11:39,2009,36.4,-160.4,40.7,,53000000000.0,0.17
4/20/2009 4:01,2009,6.0,84.3,,,33500000000.0,0.12
4/10/2009 18:42,2009,-44.7,25.7,32.4,19.1,264000000000.0,0.72
3/15/2009 5:44,2009,-21.7,-98.6,,,32000000000.0,0.11
3/4/2009 0:38,2009,,,,,42000000000.0,0.14
3/1/2009 9:00,2009,,,,,20000000000.0,0.073
2/20/2009 12:15,2009,-64.9,-70.0,,,50000000000.0,0.16
2/7/2009 19:51,2009,56.6,69.8,40.0,15.4,1600000000000.0,3.5
1/12/2009 22:24,2009,47.8,-44.3,,,48000000000.0,0.16
1/10/2009 7:42,2009,-64.0,122.8,26.5,,23000000000.0,0.082
12/24/2008 15:51,2008,-68.9,-102.0,21.1,24.1,35000000000.0,0.12
12/12/2008 11:36,2008,-7.0,-9.7,50.0,,216000000000.0,0.6
12/9/2008 6:08,2008,,,,,34000000000.0,0.12
11/24/2008 22:01,2008,-57.9,146.1,34.8,23.7,146000000000.0,0.42
11/21/2008 0:26,2008,53.1,-109.9,28.2,12.9,142000000000.0,0.41
11/18/2008 9:41,2008,-29.4,75.9,35.2,22.4,25000000000.0,0.089
11/9/2008 2:38,2008,14.5,112.7,29.6,,222000000000.0,0.61
10/21/2008 2:20,2008,32.8,-165.6,29.6,11.3,46000000000.0,0.15
10/10/2008 9:34,2008,-57.3,17.0,21.4,,180000000000.0,0.51
10/7/2008 2:45,2008,20.9,31.4,38.9,13.3,395000000000.0,1.0
9/9/2008 9:49,2008,,,,,59000000000.0,0.19
8/16/2008 14:40,2008,11.3,97.2,,,131000000000.0,0.38
8/12/2008 11:44,2008,-11.6,-175.0,,,20000000000.0,0.073
8/7/2008 6:07,2008,18.5,180.0,45.4,13.8,41000000000.0,0.14
7/23/2008 14:45,2008,38.6,68.0,31.5,14.5,121000000000.0,0.36
7/22/2008 19:34,2008,-17.8,-89.2,54.4,,61000000000.0,0.2
7/11/2008 14:35,2008,,,,,52000000000.0,0.17
7/8/2008 15:55,2008,72.8,147.3,52.2,21.7,66000000000.0,0.21
7/1/2008 17:40,2008,37.1,-115.7,36.1,9.8,36000000000.0,0.12
6/27/2008 2:01,2008,-26.9,-17.7,33.7,23.1,172000000000.0,0.49
6/18/2008 13:45,2008,6.1,103.1,,,21000000000.0,0.076
5/29/2008 21:23,2008,15.7,-83.5,,,21000000000.0,0.076
5/24/2008 10:18,2008,0.8,162.0,37.0,14.2,150000000000.0,0.43
5/22/2008 20:50,2008,46.9,134.5,,,21000000000.0,0.076
5/15/2008 11:29,2008,28.0,-41.5,,,80000000000.0,0.25
5/6/2008 1:08,2008,,,,,57000000000.0,0.18
4/30/2008 1:18,2008,-33.6,-35.1,,,20000000000.0,0.073
4/7/2008 1:02,2008,-31.8,-58.5,,,21000000000.0,0.076
4/6/2008 16:03,2008,,,,,77000000000.0,0.24
3/15/2008 11:29,2008,28.0,-41.5,26.7,12.9,50000000000.0,0.16
2/24/2008 19:33,2008,,,,,74000000000.0,0.23
2/19/2008 13:30,2008,48.9,-119.8,,,20000000000.0,0.073
2/18/2008 8:51,2008,,,,,50000000000.0,0.16
2/17/2008 12:19,2008,74.9,-73.4,40.4,13.9,110000000000.0,0.33
2/16/2008 8:38,2008,,,,,71000000000.0,0.22
1/18/2008 1:17,2008,,,,,44000000000.0,0.15
1/9/2008 3:53,2008,-66.8,-67.3,31.5,11.6,41000000000.0,0.14
12/26/2007 6:46,2007,-61.6,-158.9,,,136000000000.0,0.4
12/20/2007 17:00,2007,51.3,115.4,,,122000000000.0,0.36
10/25/2007 19:35,2007,-40.9,91.3,46.3,,58000000000.0,0.19
10/12/2007 9:14,2007,88.5,116.6,37.0,18.4,33000000000.0,0.11
10/7/2007 13:31,2007,-35.2,125.6,,,58000000000.0,0.19
9/22/2007 17:57,2007,-49.2,-85.5,30.2,16.9,237000000000.0,0.65
6/11/2007 9:47,2007,-23.4,-170.9,35.2,17.0,49000000000.0,0.16
6/10/2007 9:47,2007,23.4,-170.9,,,49000000000.0,0.16
6/8/2007 13:32,2007,-52.1,175.3,38.9,,235000000000.0,0.65
6/7/2007 21:28,2007,21.9,53.1,29.6,,31000000000.0,0.11
5/16/2007 16:20,2007,-4.5,111.7,,,38000000000.0,0.13
5/16/2007 4:45,2007,-42.4,164.0,31.5,,400000000000.0,1.0
5/4/2007 17:52,2007,22.9,109.4,48.0,,175000000000.0,0.5
4/18/2007 12:44,2007,-83.7,-171.2,38.0,24.4,112000000000.0,0.33
4/16/2007 14:56,2007,,,,,24000000000.0,0.086
3/17/2007 6:48,2007,7.1,4.1,32.5,14.5,40000000000.0,0.13
3/15/2007 2:20,2007,-44.1,-148.4,,,25000000000.0,0.089
3/7/2007 15:16,2007,,,,,27000000000.0,0.095
2/2/2007 12:48,2007,24.0,-37.2,35.5,,340000000000.0,0.89
1/26/2007 22:22,2007,3.7,99.7,,,147000000000.0,0.43
1/22/2007 7:24,2007,45.4,53.5,32.0,13.4,76000000000.0,0.24
1/18/2007 13:51,2007,5.3,-164.3,34.1,,32000000000.0,0.11
1/17/2007 9:50,2007,-8.7,50.8,33.3,,548000000000.0,1.4
1/1/2007 11:43,2007,44.4,116.5,53.0,,36000000000.0,0.12
12/9/2006 6:31,2006,26.2,26.0,26.5,15.9,7410000000000.0,14.0
12/7/2006 11:42,2006,14.0,-140.0,,,21000000000.0,0.076
12/1/2006 6:09,2006,-13.0,30.7,,,63000000000.0,0.2
11/13/2006 15:16,2006,-44.0,43.3,,,23000000000.0,0.082
10/24/2006 8:42,2006,-1.9,-2.7,43.0,,225000000000.0,0.62
10/14/2006 18:10,2006,49.4,-175.0,44.4,23.9,258000000000.0,0.7
10/9/2006 4:45,2006,-47.0,78.9,22.2,,41000000000.0,0.14
10/7/2006 12:18,2006,-23.0,-61.8,40.7,,41000000000.0,0.14
10/2/2006 19:10,2006,14.0,53.1,42.0,,90000000000.0,0.28
9/27/2006 8:33,2006,-32.0,60.2,48.1,,107000000000.0,0.32
9/23/2006 18:52,2006,-29.0,-108.0,,,121000000000.0,0.36
9/2/2006 17:51,2006,,,,,22000000000.0,0.079
9/2/2006 4:26,2006,-14.0,109.1,44.1,14.2,1230000000000.0,2.8
8/29/2006 1:38,2006,-44.0,-162.0,40.7,,92000000000.0,0.28
8/18/2006 0:03,2006,-43.0,33.4,47.2,,32000000000.0,0.11
8/17/2006 10:43,2006,-11.0,165.7,48.2,,256000000000.0,0.7
8/15/2006 10:52,2006,4.9,49.6,32.7,,47000000000.0,0.16
8/9/2006 4:30,2006,-23.1,53.7,37.0,,1020000000000.0,2.4
7/15/2006 23:55,2006,-78.3,-5.0,29.6,12.4,85000000000.0,0.26
7/15/2006 15:22,2006,31.1,45.6,38.9,30.2,163000000000.0,0.47
6/7/2006 0:06,2006,69.2,22.5,40.7,19.6,59000000000.0,0.19
5/28/2006 1:32,2006,,,,,26000000000.0,0.092
5/21/2006 7:51,2006,-11.6,-25.5,,,263000000000.0,0.71
5/7/2006 17:45,2006,,,,,30000000000.0,0.1
5/6/2006 15:39,2006,-60.2,-152.3,35.2,,128000000000.0,0.38
4/25/2006 18:46,2006,,,,,20000000000.0,0.073
4/8/2006 13:16,2006,17.3,-113.2,33.3,,127000000000.0,0.37
4/4/2006 11:30,2006,26.6,-26.6,25.0,,2400000000000.0,5.0
3/14/2006 3:21,2006,7.0,-64.6,35.2,,144000000000.0,0.42
2/26/2006 7:30,2006,,,,,70000000000.0,0.22
2/6/2006 1:57,2006,-54.5,18.1,35.2,,1190000000000.0,2.7
2/4/2006 8:38,2006,36.9,-143.6,38.9,19.8,100000000000.0,0.3
